elr,total_yards,mileage,easting,northing,longitude,latitude,os_grid_ref,linear_accuracy_m
GSW,171710,97M 0990y,305613.9,572412.5,-3.478421,55.037239,NY0561372412,0
GSW,171820,97M 1100y,305691.1,572348.0,-3.477193,55.036674,NY0569172347,0
GSW,171930,97M 1210y,305768.2,572283.2,-3.475965,55.036107,NY0576872283,0
GSW,172040,97M 1320y,305845.5,572218.7,-3.474735,55.035542,NY0584572218,0
GSW,172150,97M 1430y,305922.8,572154.0,-3.473506,55.034975,NY0592272154,0
GSW,172260,97M 1540y,306000.0,572089.3,-3.472276,55.034409,NY0600072089,0
GSW,172370,97M 1650y,306077.3,572024.7,-3.471046,55.033843,NY0607772024,0
GSW,172480,98M 0000y,306154.6,571960.0,-3.469815,55.033277,NY0615471960,0
GSW,172590,98M 0110y,306232.0,571895.4,-3.468584,55.03271,NY0623271895,0
GSW,172700,98M 0220y,306309.4,571830.7,-3.467352,55.032144,NY0630971830,0
GSW,172810,98M 0330y,306386.8,571766.2,-3.46612,55.031579,NY0638671766,0
GSW,172920,98M 0440y,306464.3,571701.6,-3.464888,55.031013,NY0646471701,0
GSW,173030,98M 0550y,306541.7,571637.1,-3.463656,55.030449,NY0654171637,0
GSW,173140,98M 0660y,306619.1,571572.6,-3.462424,55.029884,NY0661971572,0
GSW,173250,98M 0770y,306696.6,571508.1,-3.461191,55.029319,NY0669671508,0
GSW,173360,98M 0880y,306774.0,571443.6,-3.45996,55.028754,NY0677371443,2
GSW,173470,98M 0990y,306851.6,571378.8,-3.458725,55.028187,NY0685171378,2
GSW,173580,98M 1100y,306929.4,571314.2,-3.457488,55.027621,NY0692971314,2
GSW,173690,98M 1210y,307007.1,571249.5,-3.456252,55.027054,NY0700771249,2
GSW,173800,98M 1320y,307084.8,571184.9,-3.455015,55.026488,NY0708471184,2
GSW,173910,98M 1430y,307162.1,571120.5,-3.453785,55.025925,NY0716271120,0
GSW,174020,98M 1540y,307239.4,571056.2,-3.452556,55.025361,NY0723971056,0
GSW,174130,98M 1650y,307316.7,570991.8,-3.451326,55.024797,NY0731670991,0
GSW,174240,99M 0000y,307394.0,570927.5,-3.450096,55.024233,NY0739470927,0
GSW,174350,99M 0110y,307471.7,570862.8,-3.448862,55.023667,NY0747170862,1
GSW,174460,99M 0220y,307549.3,570798.1,-3.447627,55.023101,NY0754970798,1
GSW,174570,99M 0330y,307626.9,570733.6,-3.446392,55.022535,NY0762670733,1
GSW,174680,99M 0440y,307704.6,570669.0,-3.445156,55.021969,NY0770470668,1
GSW,174790,99M 0550y,307782.3,570604.4,-3.443922,55.021404,NY0778270604,1
GSW,174900,99M 0660y,307859.9,570539.9,-3.442687,55.020838,NY0785970539,1
GSW,175010,99M 0770y,307937.5,570475.2,-3.441453,55.020272,NY0793770475,1
GSW,175120,99M 0880y,308015.1,570410.6,-3.440219,55.019706,NY0801570410,1
GSW,175230,99M 0990y,308092.7,570345.9,-3.438985,55.019139,NY0809270345,1
GSW,175340,99M 1100y,308170.3,570281.3,-3.43775,55.018573,NY0817070281,1
GSW,175450,99M 1210y,308247.9,570216.6,-3.436516,55.018006,NY0824770216,1
GSW,175560,99M 1320y,308325.6,570151.9,-3.435282,55.01744,NY0832570151,1
GSW,175670,99M 1430y,308403.4,570087.0,-3.434044,55.016871,NY0840370087,3
GSW,175780,99M 1540y,308481.3,570022.1,-3.432806,55.016302,NY0848170022,3
GSW,175890,99M 1650y,308559.1,569957.2,-3.431568,55.015733,NY0855969957,3
GSW,176000,100M 0000y,308636.9,569892.3,-3.430331,55.015165,NY0863669892,2
GSW,176110,100M 0110y,308714.6,569827.6,-3.429096,55.014597,NY0871469827,2
GSW,176220,100M 0220y,308792.2,569762.8,-3.427862,55.014029,NY0879269762,2
GSW,176330,100M 0330y,308869.8,569697.9,-3.426629,55.013461,NY0886969697,2
GSW,176440,100M 0440y,308947.3,569633.0,-3.425396,55.012892,NY0894769632,2
GSW,176550,100M 0550y,309024.3,569568.6,-3.424171,55.012328,NY0902469568,0
GSW,176660,100M 0660y,309101.4,569504.3,-3.422947,55.011764,NY0910169504,0
GSW,176770,100M 0770y,309178.4,569439.9,-3.421723,55.0112,NY0917869439,0
GSW,176880,100M 0880y,309255.4,569375.6,-3.420498,55.010636,NY0925569375,0
GSW,176990,100M 0990y,309333.5,569310.3,-3.419256,55.010064,NY0933369310,4
GSW,177100,100M 1100y,309411.7,569245.0,-3.418014,55.009492,NY0941169245,4
GSW,177210,100M 1210y,309489.8,569179.8,-3.416772,55.00892,NY0948969179,4
GSW,177320,100M 1320y,309568.0,569114.5,-3.41553,55.008347,NY0956769114,1
GSW,177430,100M 1430y,309645.4,569049.8,-3.4143,55.00778,NY0964569049,1
GSW,177540,100M 1540y,309722.8,568985.2,-3.413069,55.007214,NY0972268985,1
GSW,177650,100M 1650y,309800.2,568920.5,-3.411839,55.006647,NY0980068920,1
GSW,177760,101M 0000y,309877.6,568855.8,-3.410609,55.00608,NY0987768855,1
GSW,177870,101M 0110y,309954.9,568791.2,-3.40938,55.005514,NY0995468791,0
GSW,177980,101M 0220y,310032.2,568726.6,-3.408151,55.004947,NY1003268726,0
GSW,178090,101M 0330y,310109.5,568662.0,-3.406923,55.004381,NY1010968662,0
GSW,178200,101M 0440y,310186.8,568597.4,-3.405694,55.003815,NY1018668597,0
GSW,178310,101M 0550y,310265.2,568534.5,-3.40445,55.003264,NY1026568534,0
GSW,178420,101M 0660y,310345.0,568473.5,-3.403183,55.002729,NY1034568473,0
GSW,178530,101M 0770y,310426.6,568414.8,-3.401889,55.002217,NY1042668414,0
GSW,178640,101M 0880y,310509.2,568357.6,-3.40058,55.001719,NY1050968357,0
GSW,178750,101M 0990y,310594.1,568303.4,-3.399238,55.001247,NY1059468303,0
GSW,178860,101M 1100y,310681.0,568252.6,-3.397863,55.000806,NY1068168252,0
GSW,178970,101M 1210y,310769.0,568203.6,-3.396473,55.000381,NY1076868203,0
GSW,179080,101M 1320y,310857.6,568155.8,-3.395073,54.999968,NY1085768155,0
GSW,179190,101M 1430y,310946.6,568108.5,-3.393667,54.999559,NY1094668108,0
GSW,179300,101M 1540y,311035.7,568061.3,-3.392261,54.999151,NY1103568061,0
GSW,179410,101M 1650y,311124.8,568014.2,-3.390854,54.998743,NY1112468014,0
GSW,179520,102M 0000y,311213.8,567966.8,-3.389449,54.998334,NY1121367966,0
GSW,179630,102M 0110y,311302.2,567919.8,-3.388052,54.997927,NY1130267919,0
GSW,179740,102M 0220y,311390.7,567872.8,-3.386654,54.997521,NY1139067872,0
GSW,179850,102M 0330y,311479.3,567826.0,-3.385256,54.997116,NY1147967825,0
GSW,179960,102M 0440y,311567.8,567779.1,-3.383858,54.996711,NY1156767779,0
GSW,180070,102M 0550y,311657.0,567731.9,-3.38245,54.996303,NY1165667731,1
GSW,180180,102M 0660y,311746.2,567684.7,-3.381042,54.995895,NY1174667684,1
GSW,180290,102M 0770y,311835.3,567637.5,-3.379634,54.995486,NY1183567637,1
GSW,180400,102M 0880y,311924.5,567590.3,-3.378226,54.995078,NY1192467590,1
GSW,180510,102M 0990y,312013.8,567542.9,-3.376816,54.994668,NY1201367542,1
GSW,180620,102M 1100y,312103.1,567495.6,-3.375406,54.994259,NY1210367495,1
GSW,180730,102M 1210y,312192.4,567448.2,-3.373996,54.993849,NY1219267448,1
GSW,180840,102M 1320y,312281.7,567400.9,-3.372586,54.99344,NY1228167400,1
GSW,180950,102M 1430y,312370.7,567353.8,-3.371182,54.993032,NY1237067353,0
GSW,181060,102M 1540y,312459.6,567306.6,-3.369778,54.992624,NY1245967306,0
GSW,181170,102M 1650y,312548.6,567259.5,-3.368374,54.992216,NY1254867259,0
GSW,181280,103M 0000y,312637.5,567212.4,-3.36697,54.991808,NY1263767212,0
GSW,181390,103M 0110y,312727.1,567164.9,-3.365555,54.991398,NY1272767164,3
GSW,181500,103M 0220y,312816.7,567117.4,-3.364141,54.990986,NY1281667117,3
GSW,181610,103M 0330y,312906.3,567069.8,-3.362726,54.990575,NY1290667069,3
GSW,181720,103M 0440y,312995.9,567022.3,-3.361312,54.990164,NY1299567022,1
GSW,181830,103M 0550y,313085.0,566975.0,-3.359905,54.989754,NY1308566974,1
GSW,181940,103M 0660y,313174.2,566927.7,-3.358498,54.989345,NY1317466927,1
GSW,182050,103M 0770y,313263.3,566880.4,-3.357091,54.988936,NY1326366880,1
GSW,182160,103M 0880y,313352.4,566833.1,-3.355684,54.988526,NY1335266833,1
GSW,182270,103M 0990y,313439.6,566786.8,-3.354308,54.988126,NY1343966786,-6
GSW,182380,103M 1100y,313526.9,566740.6,-3.352931,54.987725,NY1352666740,-6
GSW,182490,103M 1210y,313614.1,566694.3,-3.351555,54.987325,NY1361466694,-6
GSW,182600,103M 1320y,313701.5,566648.4,-3.350176,54.986928,NY1370166648,9
GSW,182710,103M 1430y,313793.4,566602.0,-3.348725,54.986527,NY1379366601,9
GSW,182820,103M 1540y,313888.6,566562.4,-3.347227,54.986188,NY1388866562,9
GSW,182930,103M 1650y,313985.3,566527.0,-3.345705,54.985886,NY1398566527,9
GSW,183040,104M 0000y,314083.8,566496.8,-3.344157,54.985632,NY1408366496,9
GSW,183150,104M 0110y,314181.8,566472.7,-3.342619,54.985433,NY1418166472,1
GSW,183260,104M 0220y,314281.1,566455.0,-3.341063,54.98529,NY1428166454,1
GSW,183370,104M 0330y,314381.2,566442.7,-3.339495,54.985197,NY1438166442,1
GSW,183480,104M 0440y,314481.9,566436.3,-3.33792,54.985157,NY1448166436,1
GSW,183590,104M 0550y,314582.5,566433.4,-3.336347,54.985148,NY1458266433,0
GSW,183700,104M 0660y,314683.2,566430.8,-3.334773,54.985142,NY1468366430,0
GSW,183810,104M 0770y,314783.9,566428.2,-3.3332,54.985136,NY1478366428,0
GSW,183920,104M 0880y,314884.5,566425.7,-3.331627,54.985131,NY1488466425,0
GSW,184030,104M 0990y,314985.2,566423.2,-3.330054,54.985125,NY1498566423,0
GSW,184140,104M 1100y,315085.8,566420.6,-3.328482,54.985119,NY1508566420,0
GSW,184250,104M 1210y,315186.4,566418.0,-3.326909,54.985113,NY1518666417,0
GSW,184360,104M 1320y,315287.0,566415.4,-3.325337,54.985107,NY1528666415,0
GSW,184470,104M 1430y,315387.7,566412.9,-3.323763,54.985102,NY1538766412,0
GSW,184580,104M 1540y,315488.4,566410.4,-3.322188,54.985096,NY1548866410,0
GSW,184690,104M 1650y,315589.1,566407.8,-3.320614,54.98509,NY1558966407,0
GSW,184800,105M 0000y,315689.9,566405.2,-3.31904,54.985084,NY1568966405,0
GSW,184910,105M 0110y,315790.5,566402.6,-3.317467,54.985078,NY1579066402,0
GSW,185020,105M 0220y,315891.1,566400.0,-3.315895,54.985071,NY1589166399,0
GSW,185130,105M 0330y,315991.7,566397.4,-3.314322,54.985065,NY1599166397,0
GSW,185240,105M 0440y,316092.3,566394.9,-3.31275,54.985059,NY1609266394,0
GSW,185350,105M 0550y,316193.1,566392.3,-3.311175,54.985053,NY1619366392,0
GSW,185460,105M 0660y,316293.8,566389.7,-3.3096,54.985047,NY1629366389,0
GSW,185570,105M 0770y,316394.6,566387.1,-3.308025,54.985041,NY1639466387,0
GSW,185680,105M 0880y,316495.4,566384.6,-3.30645,54.985034,NY1649566384,0
GSW,185790,105M 0990y,316596.1,566382.0,-3.304875,54.985028,NY1659666381,0
GSW,185900,105M 1100y,316696.9,566379.4,-3.303301,54.985022,NY1669666379,0
GSW,186010,105M 1210y,316797.6,566376.8,-3.301726,54.985015,NY1679766376,0
GSW,186120,105M 1320y,316898.3,566374.2,-3.300152,54.985009,NY1689866374,0
GSW,186230,105M 1430y,316999.2,566371.6,-3.298575,54.985003,NY1699966371,1
GSW,186340,105M 1540y,317100.1,566369.0,-3.296998,54.984996,NY1710066369,1
GSW,186450,105M 1650y,317201.0,566366.4,-3.295422,54.984989,NY1720066366,1
GSW,186560,106M 0000y,317301.9,566363.8,-3.293845,54.984983,NY1730166363,1
GSW,186670,106M 0110y,317402.7,566361.2,-3.292269,54.984976,NY1740266361,1
GSW,186780,106M 0220y,317503.5,566358.6,-3.290693,54.984969,NY1750366358,1
GSW,186890,106M 0330y,317604.3,566355.9,-3.289118,54.984962,NY1760466355,1
GSW,187000,106M 0440y,317705.1,566353.4,-3.287542,54.984956,NY1770566353,1
GSW,187110,106M 0550y,317805.8,566350.8,-3.285968,54.98495,NY1780566350,0
GSW,187220,106M 0660y,317906.5,566348.3,-3.284395,54.984943,NY1790666348,0
GSW,187330,106M 0770y,318007.2,566345.7,-3.282821,54.984937,NY1800766345,0
GSW,187440,106M 0880y,318107.8,566343.1,-3.281248,54.98493,NY1810766343,0
GSW,187550,106M 0990y,318208.5,566340.2,-3.279674,54.984921,NY1820866340,0
GSW,187660,106M 1100y,318309.2,566337.3,-3.278101,54.984911,NY1830966337,0
GSW,187770,106M 1210y,318409.8,566334.9,-3.276527,54.984906,NY1840966334,0
GSW,187880,106M 1320y,318510.5,566332.4,-3.274954,54.9849,NY1851066332,0
GSW,187990,106M 1430y,318611.1,566329.6,-3.273382,54.984891,NY1861166329,0
GSW,188100,106M 1540y,318711.5,566324.8,-3.271811,54.984864,NY1871166324,0
GSW,188210,106M 1650y,318811.4,566313.4,-3.270247,54.984778,NY1881166313,0
GSW,188320,107M 0000y,318910.3,566294.7,-3.268698,54.984627,NY1891066294,0
GSW,188430,107M 0110y,319007.6,566269.1,-3.26717,54.984413,NY1900766269,0
GSW,188540,107M 0220y,319102.6,566235.6,-3.265678,54.984127,NY1910266235,0
GSW,188650,107M 0330y,319196.2,566198.5,-3.264204,54.983809,NY1919666198,0
GSW,188760,107M 0440y,319289.8,566161.5,-3.262731,54.983492,NY1928966161,2
GSW,188870,107M 0550y,319383.8,566124.2,-3.261252,54.983172,NY1938366124,2
GSW,188980,107M 0660y,319477.9,566087.0,-3.259772,54.982853,NY1947766087,2
GSW,189090,107M 0770y,319572.0,566050.0,-3.258292,54.982535,NY1957166049,2
GSW,189200,107M 0880y,319666.1,566013.1,-3.25681,54.982219,NY1966666013,2
GSW,189310,107M 0990y,319760.7,565977.9,-3.255323,54.981918,NY1976065977,1
GSW,189420,107M 1100y,319857.6,565949.6,-3.253802,54.98168,NY1985765949,1
GSW,189530,107M 1210y,319956.6,565929.7,-3.25225,54.981517,NY1995665929,1
GSW,189640,107M 1320y,320056.8,565917.8,-3.250682,54.981426,NY2005665917,0
GSW,189750,107M 1430y,320156.9,565911.8,-3.249116,54.981388,NY2015665911,0
GSW,189860,107M 1540y,320257.1,565912.9,-3.24755,54.981415,NY2025765912,0
GSW,189970,107M 1650y,320356.9,565923.2,-3.245995,54.981523,NY2035665923,0
GSW,190080,108M 0000y,320455.4,565941.8,-3.244461,54.981706,NY2045565941,0
GSW,190190,108M 0110y,320552.5,565968.9,-3.242953,54.981965,NY2055265968,0
GSW,190300,108M 0220y,320647.5,566002.3,-3.241477,54.98228,NY2064766002,0
GSW,190410,108M 0330y,320741.5,566038.5,-3.240018,54.98262,NY2074166038,0
GSW,190520,108M 0440y,320835.6,566074.7,-3.238559,54.98296,NY2083566074,0
GSW,190630,108M 0550y,320931.0,566107.7,-3.237078,54.983272,NY2093066107,1
GSW,190740,108M 0660y,321028.1,566135.2,-3.235568,54.983535,NY2102866135,1
GSW,190850,108M 0770y,321126.8,566156.4,-3.234032,54.98374,NY2112666156,1
GSW,190960,108M 0880y,321226.7,566171.1,-3.232475,54.983888,NY2122666171,0
GSW,191070,108M 0990y,321327.0,566180.3,-3.230912,54.983987,NY2132666180,0
GSW,191180,108M 1100y,321427.3,566188.7,-3.229347,54.984078,NY2142766188,0
GSW,191290,108M 1210y,321527.6,566196.8,-3.227781,54.984167,NY2152766196,0
GSW,191400,108M 1320y,321628.0,566205.0,-3.226216,54.984256,NY2162766204,0
GSW,191510,108M 1430y,321729.1,566213.2,-3.224639,54.984346,NY2172966213,3
GSW,191620,108M 1540y,321830.1,566221.4,-3.223063,54.984435,NY2183066221,3
GSW,191730,108M 1650y,321931.2,566229.5,-3.221486,54.984525,NY2193166229,3
GSW,191840,109M 0000y,322032.3,566237.7,-3.219909,54.984614,NY2203266237,0
GSW,191950,109M 0110y,322132.1,566245.8,-3.218351,54.984702,NY2213266245,0
GSW,192060,109M 0220y,322232.0,566253.9,-3.216794,54.984791,NY2223166253,0
GSW,192170,109M 0330y,322331.8,566262.1,-3.215236,54.98488,NY2233166262,0
GSW,192280,109M 0440y,322431.7,566270.2,-3.213678,54.984968,NY2243166270,0
GSW,192390,109M 0550y,322532.5,566278.4,-3.212105,54.985057,NY2253266278,2
GSW,192500,109M 0660y,322633.4,566286.4,-3.210531,54.985145,NY2263366286,2
GSW,192610,109M 0770y,322734.3,566294.5,-3.208957,54.985233,NY2273466294,2
GSW,192720,109M 0880y,322835.2,566302.7,-3.207383,54.985323,NY2283566302,2
GSW,192830,109M 0990y,322934.6,566310.8,-3.205832,54.985411,NY2293466310,-2
GSW,192940,109M 1100y,323034.0,566318.9,-3.204282,54.985499,NY2303366318,-2
GSW,193050,109M 1210y,323133.4,566327.0,-3.202731,54.985587,NY2313366326,-2
GSW,193160,109M 1320y,323232.8,566335.1,-3.20118,54.985675,NY2323266335,4
GSW,193270,109M 1430y,323334.1,566343.3,-3.199599,54.985765,NY2333466343,4
GSW,193380,109M 1540y,323435.4,566351.6,-3.198018,54.985854,NY2343566351,4
GSW,193490,109M 1650y,323536.8,566359.8,-3.196438,54.985944,NY2353666359,4
GSW,193600,110M 0000y,323638.1,566368.1,-3.194857,54.986034,NY2363866368,4
GSW,193710,110M 0110y,323738.3,566376.2,-3.193293,54.986122,NY2373866376,0
GSW,193820,110M 0220y,323838.6,566384.2,-3.191728,54.98621,NY2383866384,0
GSW,193930,110M 0330y,323938.9,566392.3,-3.190164,54.986297,NY2393866392,0
GSW,194040,110M 0440y,324039.1,566400.3,-3.1886,54.986385,NY2403966400,0
GSW,194150,110M 0550y,324138.8,566408.3,-3.187044,54.986472,NY2413866408,-1
GSW,194260,110M 0660y,324238.5,566416.3,-3.185488,54.986559,NY2423866416,-1
GSW,194370,110M 0770y,324338.2,566424.3,-3.183933,54.986646,NY2433866424,-1
GSW,194480,110M 0880y,324437.9,566432.3,-3.182377,54.986733,NY2443766432,1
GSW,194590,110M 0990y,324538.5,566440.4,-3.180809,54.986821,NY2453866440,1
GSW,194700,110M 1100y,324639.0,566448.4,-3.17924,54.986909,NY2463966448,1
GSW,194810,110M 1210y,324739.6,566456.5,-3.177671,54.986996,NY2473966456,1
GSW,194920,110M 1320y,324840.1,566464.6,-3.176102,54.987084,NY2484066464,1
GSW,195030,110M 1430y,324939.9,566472.6,-3.174545,54.987171,NY2493966472,0
GSW,195140,110M 1540y,325039.7,566480.4,-3.172988,54.987256,NY2503966480,0
GSW,195250,110M 1650y,325139.5,566488.1,-3.17143,54.987341,NY2513966488,0
GSW,195360,111M 0000y,325239.3,566496.2,-3.169874,54.987428,NY2523966496,0
GSW,195470,111M 0110y,325340.2,566504.4,-3.1683,54.987517,NY2534066504,2
GSW,195580,111M 0220y,325441.0,566512.5,-3.166726,54.987605,NY2544166512,2
GSW,195690,111M 0330y,325541.9,566520.7,-3.165152,54.987694,NY2554166520,2
GSW,195800,111M 0440y,325642.8,566528.9,-3.163578,54.987782,NY2564266528,0
GSW,195910,111M 0550y,325742.8,566537.0,-3.162017,54.98787,NY2574266536,0
GSW,196020,111M 0660y,325842.9,566545.1,-3.160456,54.987958,NY2584266545,0
GSW,196130,111M 0770y,325943.0,566553.2,-3.158894,54.988045,NY2594266553,0
GSW,196240,111M 0880y,326043.0,566561.3,-3.157333,54.988133,NY2604366561,0
GSW,196350,111M 0990y,326144.0,566569.4,-3.155757,54.988221,NY2614366569,2
GSW,196460,111M 1100y,326245.0,566577.6,-3.154182,54.98831,NY2624466577,2
GSW,196570,111M 1210y,326346.0,566585.8,-3.152606,54.988398,NY2634566585,2
GSW,196680,111M 1320y,326447.0,566594.0,-3.15103,54.988487,NY2644666593,-2
GSW,196790,111M 1430y,326546.3,566602.0,-3.14948,54.988574,NY2654666602,-2
GSW,196900,111M 1540y,326645.7,566610.0,-3.14793,54.988661,NY2664566610,-2
GSW,197010,111M 1650y,326745.0,566618.1,-3.146379,54.988747,NY2674566618,-2
GSW,197120,112M 0000y,326844.3,566626.2,-3.144829,54.988835,NY2684466626,-2
GSW,197230,112M 0110y,326945.0,566634.6,-3.143258,54.988925,NY2694566634,1
GSW,197340,112M 0220y,327045.7,566642.8,-3.141687,54.989013,NY2704566642,1
GSW,197450,112M 0330y,327146.4,566651.0,-3.140115,54.989102,NY2714666650,1
GSW,197560,112M 0440y,327247.1,566659.1,-3.138544,54.98919,NY2724766659,1
GSW,197670,112M 0550y,327347.3,566667.3,-3.136981,54.989278,NY2734766667,0
GSW,197780,112M 0660y,327447.4,566675.4,-3.135418,54.989366,NY2744766675,0
GSW,197890,112M 0770y,327547.6,566683.6,-3.133856,54.989453,NY2754766683,0
GSW,198000,112M 0880y,327647.7,566692.3,-3.132294,54.989547,NY2764766692,0
GSW,198110,112M 0990y,327747.6,566704.1,-3.130736,54.989667,NY2774766704,0
GSW,198220,112M 1100y,327847.0,566719.3,-3.129186,54.989817,NY2784766719,0
GSW,198330,112M 1210y,327946.0,566737.3,-3.127645,54.989994,NY2794566737,0
GSW,198440,112M 1320y,328044.1,566759.5,-3.126117,54.990208,NY2804466759,0
GSW,198550,112M 1430y,328141.4,566784.5,-3.124603,54.990446,NY2814166784,0
GSW,198660,112M 1540y,328237.9,566812.3,-3.123102,54.99071,NY2823766812,0
GSW,198770,112M 1650y,328333.3,566843.7,-3.121619,54.991006,NY2833366843,0
GSW,198880,113M 0000y,328428.6,566875.2,-3.120137,54.991303,NY2842866875,0
GSW,198990,113M 0110y,328524.1,566906.9,-3.118653,54.991601,NY2852466906,0
GSW,199100,113M 0220y,328619.6,566938.6,-3.117169,54.9919,NY2861966938,0
GSW,199210,113M 0330y,328715.1,566970.3,-3.115685,54.992198,NY2871566970,0
GSW,199320,113M 0440y,328810.6,567001.9,-3.1142,54.992496,NY2881067001,0
GSW,199430,113M 0550y,328906.0,567033.7,-3.112717,54.992795,NY2890667033,0
GSW,199540,113M 0660y,329001.5,567065.4,-3.111233,54.993093,NY2900167065,0
GSW,199650,113M 0770y,329096.9,567097.1,-3.10975,54.993392,NY2909667097,0
GSW,199760,113M 0880y,329192.4,567128.9,-3.108266,54.993691,NY2919267128,0
GSW,199870,113M 0990y,329288.0,567160.6,-3.10678,54.99399,NY2928767160,0
GSW,199980,113M 1100y,329383.6,567192.4,-3.105293,54.994289,NY2938367192,0
GSW,200090,113M 1210y,329479.2,567224.2,-3.103807,54.994589,NY2947967224,0
GSW,200200,113M 1320y,329574.9,567256.0,-3.10232,54.994888,NY2957467256,0
GSW,200310,113M 1430y,329670.4,567287.8,-3.100835,54.995187,NY2967067287,0
GSW,200420,113M 1540y,329765.9,567319.5,-3.09935,54.995485,NY2976567319,0
GSW,200530,113M 1650y,329861.4,567351.3,-3.097865,54.995784,NY2986167351,0
GSW,200640,114M 0000y,329956.9,567383.1,-3.096381,54.996083,NY2995667383,0
GSW,200750,114M 0110y,330053.0,567415.0,-3.094888,54.996383,NY3005267414,2
GSW,200860,114M 0220y,330149.0,567446.7,-3.093394,54.996682,NY3014967446,2
GSW,200970,114M 0330y,330245.1,567478.4,-3.0919,54.99698,NY3024567478,2
GSW,201080,114M 0440y,330341.2,567510.2,-3.090406,54.997279,NY3034167510,1
GSW,201190,114M 0550y,330437.0,567541.8,-3.088917,54.997577,NY3043667541,1
GSW,201300,114M 0660y,330532.7,567573.7,-3.087429,54.997876,NY3053267573,1
GSW,201410,114M 0770y,330628.6,567604.9,-3.085937,54.99817,NY3062867604,1
GSW,201520,114M 0880y,330724.9,567635.0,-3.08444,54.998454,NY3072467635,1
GSW,201630,114M 0990y,330822.1,567661.6,-3.082927,54.998707,NY3082267661,0
