feature,chi_squared_score
hour,11855.13728349365
station,7110.846174102269
is_first_station,3608.2697737756116
month,2768.769677370204
is_terminus,904.4340557539135
is_day,795.022803411368
day,47.974508568186245
toc,
direction,
