RID,Date,TOC,EUS Scheduled Departure Time,EUS Actual Departure Time,EUS LC Reason,WFJ Scheduled Arrival Time,WFJ Actual Arrival Time,WFJ Scheduled Departure Time,WFJ Actual Departure Time,WFJ LC Reason,MKC Scheduled Arrival Time,MKC Actual Arrival Time,MKC Scheduled Departure Time,MKC Actual Departure Time,MKC LC Reason,TAM Scheduled Arrival Time,TAM Actual Arrival Time,TAM Scheduled Departure Time,TAM Actual Departure Time,TAM LC Reason,LTV Scheduled Arrival Time,LTV Actual Arrival Time,LTV Scheduled Departure Time,LTV Actual Departure Time,LTV LC Reason,STA Scheduled Arrival Time,STA Actual Arrival Time,STA Scheduled Departure Time,STA Actual Departure Time,STA LC Reason,CRE Scheduled Arrival Time,CRE Actual Arrival Time,CRE Scheduled Departure Time,CRE Actual Departure Time,CRE LC Reason,RUN Scheduled Arrival Time,RUN Actual Arrival Time,RUN Scheduled Departure Time,RUN Actual Departure Time,RUN LC Reason,LIV Scheduled Arrival Time,LIV Actual Arrival Time,LIV LC Reason,EUS Delay Minutes,EUS Delay Classification,MKC Delay Minutes,MKC Delay Classification,CRE Delay Minutes,CRE Delay Classification,LIV Delay Minutes,LIV Delay Classification
202309217633605,2023-09-21,VT,2023-09-21 10:43:00,2023-09-21 10:48:00,,,,,,,2023-09-21 11:14:00,2023-09-21 11:18:00,2023-09-21 11:15:00,2023-09-21 11:20:00,,,,,,,,,,,,,,,,,2023-09-21 12:24:00,2023-09-21 12:23:00,2023-09-21 12:26:00,2023-09-21 12:26:00,,2023-09-21 12:43:00,2023-09-21 12:41:00,2023-09-21 12:44:00,2023-09-21 12:44:00,,2023-09-21 13:04:00,2023-09-21 13:06:00,,5.0,Mild Delay,5.0,Mild Delay,0.0,Not Delayed,2.0,Not Delayed
202309217633608,2023-09-21,VT,2023-09-21 11:43:00,2023-09-21 11:43:00,,,,,,,2023-09-21 12:14:00,2023-09-21 12:26:00,2023-09-21 12:15:00,2023-09-21 12:28:00,,,,,,,,,,,,,,,,,2023-09-21 13:24:00,2023-09-21 13:44:00,2023-09-21 13:26:00,2023-09-21 13:46:00,896.0,2023-09-21 13:43:00,2023-09-21 14:03:00,2023-09-21 13:44:00,2023-09-21 14:05:00,896.0,2023-09-21 14:04:00,2023-09-21 14:22:00,896.0,0.0,Not Delayed,13.0,Mild Delay,20.0,Moderate Delay,18.0,Moderate Delay
202309217633610,2023-09-21,VT,2023-09-21 12:43:00,2023-09-21 12:42:00,,,,,,,2023-09-21 13:14:00,2023-09-21 13:17:00,2023-09-21 13:15:00,2023-09-21 13:33:00,574.0,,,,,,,,,,,,,,,,2023-09-21 14:23:00,2023-09-21 14:59:00,2023-09-21 14:26:00,2023-09-21 15:05:00,574.0,2023-09-21 14:43:00,2023-09-21 15:22:00,2023-09-21 14:44:00,2023-09-21 15:25:00,574.0,2023-09-21 15:04:00,2023-09-21 15:48:00,574.0,-1.0,Not Delayed,18.0,Moderate Delay,39.0,Severe Delay,44.0,Severe Delay
202309217633613,2023-09-21,VT,2023-09-21 13:43:00,2023-09-21 13:43:00,,,,,,,2023-09-21 14:14:00,2023-09-21 14:13:00,2023-09-21 14:15:00,2023-09-21 14:15:00,,,,,,,,,,,,,,,,,2023-09-21 15:23:00,2023-09-21 15:26:00,2023-09-21 15:26:00,2023-09-21 15:29:00,,2023-09-21 15:43:00,2023-09-21 15:44:00,2023-09-21 15:44:00,2023-09-21 15:46:00,,2023-09-21 16:04:00,2023-09-21 16:05:00,,0.0,Not Delayed,0.0,Not Delayed,3.0,Not Delayed,1.0,Not Delayed
202309217633616,2023-09-21,VT,2023-09-21 14:43:00,2023-09-21 14:43:00,,,,,,,2023-09-21 15:14:00,2023-09-21 15:14:00,2023-09-21 15:15:00,2023-09-21 15:17:00,,,,,,,,,,,,,,,,,2023-09-21 16:23:00,2023-09-21 16:23:00,2023-09-21 16:26:00,2023-09-21 16:26:00,,2023-09-21 16:43:00,2023-09-21 16:43:00,2023-09-21 16:44:00,2023-09-21 16:45:00,,2023-09-21 17:04:00,2023-09-21 17:04:00,,0.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed
202309217633619,2023-09-21,VT,2023-09-21 15:43:00,2023-09-21 15:50:00,,,,,,,2023-09-21 16:14:00,2023-09-21 16:22:00,2023-09-21 16:15:00,2023-09-21 16:24:00,,,,,,,,,,,,,,,,,2023-09-21 17:24:00,2023-09-21 17:26:00,2023-09-21 17:26:00,2023-09-21 17:29:00,,2023-09-21 17:43:00,2023-09-21 17:43:00,2023-09-21 17:44:00,2023-09-21 17:45:00,,2023-09-21 18:04:00,2023-09-21 18:08:00,,7.0,Mild Delay,9.0,Mild Delay,3.0,Not Delayed,4.0,Not Delayed
202309217633622,2023-09-21,VT,2023-09-21 16:43:00,2023-09-21 16:44:00,,,,,,,2023-09-21 17:14:00,2023-09-21 17:13:00,2023-09-21 17:15:00,2023-09-21 17:17:00,,,,,,,,,,,,,,,,,2023-09-21 18:23:00,2023-09-21 18:24:00,2023-09-21 18:26:00,2023-09-21 18:26:00,,2023-09-21 18:43:00,2023-09-21 18:41:00,2023-09-21 18:44:00,2023-09-21 18:44:00,,2023-09-21 19:04:00,2023-09-21 19:01:00,,1.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,-3.0,Not Delayed
202309217633625,2023-09-21,VT,2023-09-21 17:43:00,2023-09-21 17:43:00,,,,,,,,,2023-09-21 18:15:00,2023-09-21 18:15:00,,,,,,,,,,,,,,,,,2023-09-21 19:23:00,2023-09-21 19:29:00,2023-09-21 19:26:00,2023-09-21 19:31:00,,2023-09-21 19:43:00,2023-09-21 19:47:00,2023-09-21 19:44:00,2023-09-21 19:49:00,,2023-09-21 20:04:00,2023-09-21 20:05:00,,0.0,Not Delayed,0.0,Not Delayed,5.0,Mild Delay,1.0,Not Delayed
202309217633632,2023-09-21,VT,2023-09-21 19:43:00,2023-09-21 19:42:00,,,,,,,2023-09-21 20:14:00,2023-09-21 20:12:00,2023-09-21 20:15:00,2023-09-21 20:15:00,,,,,,,,,,,,,,,,,2023-09-21 21:24:00,2023-09-21 21:23:00,2023-09-21 21:26:00,2023-09-21 21:27:00,,2023-09-21 21:43:00,2023-09-21 21:44:00,2023-09-21 21:44:00,2023-09-21 21:46:00,,2023-09-21 22:04:00,2023-09-21 22:03:00,,-1.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,-1.0,Not Delayed
202309217633636,2023-09-21,VT,2023-09-21 20:43:00,2023-09-21 20:43:00,,,,,,,2023-09-21 21:14:00,2023-09-21 21:13:00,2023-09-21 21:15:00,2023-09-21 21:15:00,,,,,,,,,,,,,,,,,2023-09-21 22:24:00,2023-09-21 22:19:00,2023-09-21 22:26:00,2023-09-21 22:26:00,,2023-09-21 22:43:00,2023-09-21 22:41:00,2023-09-21 22:44:00,2023-09-21 22:43:00,,2023-09-21 23:04:00,2023-09-21 23:04:00,,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed
202309227633594,2023-09-22,VT,2023-09-22 06:36:00,2023-09-22 06:35:00,,,,2023-09-22 06:51:00,2023-09-22 06:51:00,,2023-09-22 07:11:00,2023-09-22 07:09:00,2023-09-22 07:12:00,2023-09-22 07:12:00,,,,,,,,,,,,2023-09-22 08:04:00,2023-09-22 07:58:00,2023-09-22 08:05:00,2023-09-22 08:05:00,,2023-09-22 08:24:00,2023-09-22 08:26:00,2023-09-22 08:26:00,2023-09-22 08:28:00,,2023-09-22 08:43:00,2023-09-22 08:44:00,2023-09-22 08:44:00,2023-09-22 08:46:00,,2023-09-22 09:04:00,2023-09-22 09:05:00,,-1.0,Not Delayed,0.0,Not Delayed,2.0,Not Delayed,1.0,Not Delayed
202309227633596,2023-09-22,VT,2023-09-22 07:43:00,2023-09-22 07:56:00,913.0,,,,,,2023-09-22 08:14:00,2023-09-22 08:28:00,2023-09-22 08:15:00,2023-09-22 08:30:00,913.0,,,,,,,,,,,,,,,,2023-09-22 09:23:00,2023-09-22 09:35:00,2023-09-22 09:26:00,2023-09-22 09:38:00,913.0,2023-09-22 09:43:00,2023-09-22 09:54:00,2023-09-22 09:44:00,2023-09-22 09:56:00,913.0,2023-09-22 10:04:00,2023-09-22 10:13:00,913.0,13.0,Mild Delay,15.0,Moderate Delay,12.0,Mild Delay,9.0,Mild Delay
202309227633599,2023-09-22,VT,2023-09-22 08:43:00,2023-09-22 08:45:00,,,,,,,2023-09-22 09:14:00,2023-09-22 09:17:00,2023-09-22 09:15:00,2023-09-22 09:20:00,,,,,,,,,,,,,,,,,2023-09-22 10:24:00,2023-09-22 10:22:00,2023-09-22 10:26:00,2023-09-22 10:27:00,,2023-09-22 10:43:00,2023-09-22 10:43:00,2023-09-22 10:44:00,2023-09-22 10:45:00,,2023-09-22 11:04:00,2023-09-22 11:03:00,,2.0,Not Delayed,5.0,Mild Delay,1.0,Not Delayed,-1.0,Not Delayed
202309227633602,2023-09-22,VT,2023-09-22 09:43:00,2023-09-22 09:43:00,,,,,,,2023-09-22 10:14:00,2023-09-22 10:13:00,2023-09-22 10:15:00,2023-09-22 10:15:00,,,,,,,,,,,,,,,,,2023-09-22 11:24:00,2023-09-22 11:24:00,2023-09-22 11:26:00,2023-09-22 11:25:00,,2023-09-22 11:43:00,2023-09-22 11:41:00,2023-09-22 11:44:00,2023-09-22 11:43:00,,2023-09-22 12:04:00,2023-09-22 11:59:00,,0.0,Not Delayed,0.0,Not Delayed,-1.0,Not Delayed,-5.0,Not Delayed
202309227633605,2023-09-22,VT,2023-09-22 10:43:00,2023-09-22 10:43:00,,,,,,,2023-09-22 11:14:00,2023-09-22 11:15:00,2023-09-22 11:15:00,2023-09-22 11:17:00,,,,,,,,,,,,,,,,,2023-09-22 12:24:00,2023-09-22 12:18:00,2023-09-22 12:26:00,2023-09-22 12:26:00,,2023-09-22 12:43:00,2023-09-22 12:41:00,2023-09-22 12:44:00,2023-09-22 12:43:00,,2023-09-22 13:04:00,2023-09-22 12:59:00,,0.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,-5.0,Not Delayed
202309227633608,2023-09-22,VT,2023-09-22 11:43:00,2023-09-22 11:49:00,,,,,,,2023-09-22 12:14:00,2023-09-22 12:22:00,2023-09-22 12:15:00,2023-09-22 12:24:00,,,,,,,,,,,,,,,,,2023-09-22 13:24:00,2023-09-22 13:27:00,2023-09-22 13:26:00,2023-09-22 13:29:00,,2023-09-22 13:43:00,2023-09-22 13:45:00,2023-09-22 13:44:00,2023-09-22 13:48:00,,2023-09-22 14:04:00,2023-09-22 14:04:00,,6.0,Mild Delay,9.0,Mild Delay,3.0,Not Delayed,0.0,Not Delayed
202309227633610,2023-09-22,VT,2023-09-22 12:43:00,2023-09-22 12:44:00,,,,,,,2023-09-22 13:14:00,2023-09-22 13:14:00,2023-09-22 13:15:00,2023-09-22 13:16:00,,,,,,,,,,,,,,,,,2023-09-22 14:23:00,2023-09-22 14:18:00,2023-09-22 14:26:00,2023-09-22 14:26:00,,2023-09-22 14:43:00,2023-09-22 14:41:00,2023-09-22 14:44:00,2023-09-22 14:44:00,,2023-09-22 15:04:00,2023-09-22 14:59:00,,1.0,Not Delayed,1.0,Not Delayed,0.0,Not Delayed,-5.0,Not Delayed
202309227633613,2023-09-22,VT,2023-09-22 13:43:00,2023-09-22 13:44:00,,,,,,,2023-09-22 14:14:00,2023-09-22 14:14:00,2023-09-22 14:15:00,2023-09-22 14:16:00,,,,,,,,,,,,,,,,,2023-09-22 15:23:00,2023-09-22 15:25:00,2023-09-22 15:26:00,2023-09-22 15:28:00,,2023-09-22 15:43:00,2023-09-22 15:44:00,2023-09-22 15:44:00,2023-09-22 15:47:00,,2023-09-22 16:04:00,2023-09-22 16:03:00,,1.0,Not Delayed,1.0,Not Delayed,2.0,Not Delayed,-1.0,Not Delayed
202309227633616,2023-09-22,VT,2023-09-22 14:43:00,2023-09-22 14:44:00,,,,,,,2023-09-22 15:14:00,2023-09-22 15:15:00,2023-09-22 15:15:00,2023-09-22 15:18:00,,,,,,,,,,,,,,,,,2023-09-22 16:23:00,2023-09-22 16:25:00,2023-09-22 16:26:00,2023-09-22 16:27:00,,2023-09-22 16:43:00,2023-09-22 16:43:00,2023-09-22 16:44:00,2023-09-22 16:46:00,,2023-09-22 17:04:00,2023-09-22 17:03:00,,1.0,Not Delayed,3.0,Not Delayed,1.0,Not Delayed,-1.0,Not Delayed
202309227633619,2023-09-22,VT,2023-09-22 15:43:00,2023-09-22 15:49:00,,,,,,,2023-09-22 16:14:00,2023-09-22 16:22:00,2023-09-22 16:15:00,2023-09-22 16:24:00,,,,,,,,,,,,,,,,,2023-09-22 17:24:00,2023-09-22 17:25:00,2023-09-22 17:26:00,2023-09-22 17:28:00,,2023-09-22 17:43:00,2023-09-22 17:43:00,2023-09-22 17:44:00,2023-09-22 17:46:00,,2023-09-22 18:04:00,2023-09-22 18:01:00,,6.0,Mild Delay,9.0,Mild Delay,2.0,Not Delayed,-3.0,Not Delayed
202309227633622,2023-09-22,VT,2023-09-22 16:43:00,2023-09-22 16:43:00,,,,,,,2023-09-22 17:14:00,2023-09-22 17:14:00,2023-09-22 17:15:00,2023-09-22 17:17:00,,,,,,,,,,,,,,,,,2023-09-22 18:23:00,2023-09-22 18:19:00,2023-09-22 18:26:00,2023-09-22 18:26:00,,2023-09-22 18:43:00,2023-09-22 18:40:00,2023-09-22 18:44:00,2023-09-22 18:51:00,,2023-09-22 19:04:00,2023-09-22 19:07:00,,0.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,3.0,Not Delayed
202309227633625,2023-09-22,VT,2023-09-22 17:43:00,2023-09-22 17:42:00,,,,,,,,,2023-09-22 18:15:00,2023-09-22 18:15:00,,,,,,,,,,,,,,,,,2023-09-22 19:23:00,2023-09-22 19:19:00,2023-09-22 19:26:00,2023-09-22 19:26:00,,2023-09-22 19:43:00,2023-09-22 19:41:00,2023-09-22 19:44:00,2023-09-22 19:44:00,,2023-09-22 20:04:00,2023-09-22 20:04:00,,-1.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed
202309227633628,2023-09-22,VT,2023-09-22 18:43:00,2023-09-22 18:42:00,,,,,,,,,2023-09-22 19:15:00,2023-09-22 19:15:00,,,,,,,,,,,,,,,,,2023-09-22 20:23:00,2023-09-22 20:19:00,2023-09-22 20:26:00,2023-09-22 20:26:00,,2023-09-22 20:43:00,2023-09-22 20:42:00,2023-09-22 20:44:00,2023-09-22 20:45:00,,2023-09-22 21:05:00,2023-09-22 21:05:00,,-1.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed
202309227633632,2023-09-22,VT,2023-09-22 19:43:00,2023-09-22 19:46:00,,,,,,,2023-09-22 20:14:00,2023-09-22 20:17:00,2023-09-22 20:15:00,2023-09-22 20:20:00,,,,,,,,,,,,,,,,,2023-09-22 21:24:00,2023-09-22 21:23:00,2023-09-22 21:26:00,2023-09-22 21:26:00,,2023-09-22 21:43:00,2023-09-22 21:45:00,2023-09-22 21:44:00,2023-09-22 21:47:00,,2023-09-22 22:04:00,2023-09-22 22:04:00,,3.0,Not Delayed,5.0,Mild Delay,0.0,Not Delayed,0.0,Not Delayed
202309227633636,2023-09-22,VT,2023-09-22 20:43:00,2023-09-22 20:43:00,,,,,,,2023-09-22 21:14:00,2023-09-22 21:17:00,2023-09-22 21:15:00,2023-09-22 21:19:00,,,,,,,,,,,,,,,,,2023-09-22 22:24:00,2023-09-22 22:22:00,2023-09-22 22:26:00,2023-09-22 22:26:00,,2023-09-22 22:43:00,2023-09-22 22:41:00,2023-09-22 22:44:00,2023-09-22 22:44:00,,2023-09-22 23:04:00,2023-09-22 23:02:00,,0.0,Not Delayed,4.0,Not Delayed,0.0,Not Delayed,-2.0,Not Delayed
202309237633595,2023-09-23,VT,2023-09-23 06:18:00,2023-09-23 06:18:00,,,,,,,2023-09-23 06:51:00,2023-09-23 06:52:00,2023-09-23 06:52:00,2023-09-23 06:54:00,,2023-09-23 07:46:00,2023-09-23 07:55:00,2023-09-23 07:47:00,2023-09-23 07:58:00,,2023-09-23 07:53:00,2023-09-23 08:03:00,2023-09-23 07:54:00,2023-09-23 08:05:00,,2023-09-23 08:07:00,2023-09-23 08:18:00,2023-09-23 08:08:00,2023-09-23 08:20:00,,2023-09-23 08:26:00,2023-09-23 08:37:00,2023-09-23 08:27:00,2023-09-23 08:39:00,,2023-09-23 08:44:00,2023-09-23 08:55:00,2023-09-23 08:46:00,2023-09-23 08:57:00,,2023-09-23 09:04:00,2023-09-23 09:13:00,,0.0,Not Delayed,2.0,Not Delayed,12.0,Mild Delay,9.0,Mild Delay
202309237633597,2023-09-23,VT,2023-09-23 07:06:00,2023-09-23 07:17:00,,,,2023-09-23 07:21:00,2023-09-23 07:32:00,886.0,2023-09-23 07:41:00,2023-09-23 07:50:00,2023-09-23 07:42:00,2023-09-23 07:52:00,886.0,,,,,,,,,,,2023-09-23 09:04:00,2023-09-23 09:05:00,2023-09-23 09:06:00,2023-09-23 09:06:00,886.0,2023-09-23 09:23:00,2023-09-23 09:24:00,2023-09-23 09:26:00,2023-09-23 09:26:00,886.0,2023-09-23 09:43:00,2023-09-23 09:42:00,2023-09-23 09:44:00,2023-09-23 09:44:00,886.0,2023-09-23 10:04:00,2023-09-23 10:02:00,886.0,11.0,Mild Delay,10.0,Mild Delay,0.0,Not Delayed,-2.0,Not Delayed
202309237633600,2023-09-23,VT,2023-09-23 08:12:00,2023-09-23 08:13:00,,,,2023-09-23 08:27:00,2023-09-23 08:28:00,,2023-09-23 08:47:00,2023-09-23 08:47:00,2023-09-23 08:49:00,2023-09-23 08:50:00,,,,,,,,,,,,2023-09-23 10:04:00,2023-09-23 10:06:00,2023-09-23 10:06:00,2023-09-23 10:07:00,,2023-09-23 10:23:00,2023-09-23 10:26:00,2023-09-23 10:26:00,2023-09-23 10:29:00,,2023-09-23 10:43:00,2023-09-23 10:45:00,2023-09-23 10:44:00,2023-09-23 10:49:00,,2023-09-23 11:04:00,2023-09-23 11:05:00,,1.0,Not Delayed,1.0,Not Delayed,3.0,Not Delayed,1.0,Not Delayed
202309237633603,2023-09-23,VT,2023-09-23 09:08:00,2023-09-23 09:08:00,,,,2023-09-23 09:27:00,2023-09-23 09:27:00,,2023-09-23 09:47:00,2023-09-23 09:45:00,2023-09-23 09:49:00,2023-09-23 09:49:00,,,,,,,,,,,,2023-09-23 11:04:00,2023-09-23 11:06:00,2023-09-23 11:06:00,2023-09-23 11:07:00,,2023-09-23 11:23:00,2023-09-23 11:25:00,2023-09-23 11:26:00,2023-09-23 11:28:00,,2023-09-23 11:43:00,2023-09-23 11:44:00,2023-09-23 11:44:00,2023-09-23 11:46:00,,2023-09-23 12:04:00,2023-09-23 12:06:00,,0.0,Not Delayed,0.0,Not Delayed,2.0,Not Delayed,2.0,Not Delayed
202309237633606,2023-09-23,VT,2023-09-23 10:10:00,2023-09-23 10:11:00,,,,2023-09-23 10:27:00,2023-09-23 10:30:00,,2023-09-23 10:47:00,2023-09-23 10:49:00,2023-09-23 10:49:00,2023-09-23 10:51:00,,,,,,,,,,,,2023-09-23 12:04:00,2023-09-23 12:04:00,2023-09-23 12:06:00,2023-09-23 12:06:00,,2023-09-23 12:23:00,2023-09-23 12:25:00,2023-09-23 12:26:00,2023-09-23 12:27:00,,2023-09-23 12:43:00,2023-09-23 12:42:00,2023-09-23 12:44:00,2023-09-23 12:45:00,,2023-09-23 13:04:00,2023-09-23 13:01:00,,1.0,Not Delayed,2.0,Not Delayed,1.0,Not Delayed,-3.0,Not Delayed
202309237633609,2023-09-23,VT,2023-09-23 11:07:00,2023-09-23 11:08:00,,,,2023-09-23 11:26:00,2023-09-23 11:29:00,,2023-09-23 11:46:00,2023-09-23 11:47:00,2023-09-23 11:48:00,2023-09-23 11:49:00,,,,,,,,,,,,2023-09-23 13:06:00,2023-09-23 13:03:00,2023-09-23 13:08:00,2023-09-23 13:07:00,,2023-09-23 13:25:00,2023-09-23 13:29:00,2023-09-23 13:28:00,2023-09-23 13:31:00,,2023-09-23 13:45:00,2023-09-23 13:46:00,2023-09-23 13:46:00,2023-09-23 13:49:00,,2023-09-23 14:06:00,2023-09-23 14:04:00,,1.0,Not Delayed,1.0,Not Delayed,3.0,Not Delayed,-2.0,Not Delayed
202309237633611,2023-09-23,VT,2023-09-23 12:03:00,2023-09-23 12:16:00,,,,2023-09-23 12:24:00,2023-09-23 12:36:00,904.0,2023-09-23 12:46:00,2023-09-23 12:55:00,2023-09-23 12:48:00,2023-09-23 12:57:00,904.0,,,,,,,,,,,2023-09-23 14:04:00,2023-09-23 14:10:00,2023-09-23 14:06:00,2023-09-23 14:12:00,904.0,2023-09-23 14:23:00,2023-09-23 14:30:00,2023-09-23 14:26:00,2023-09-23 14:33:00,904.0,2023-09-23 14:43:00,2023-09-23 14:48:00,2023-09-23 14:44:00,2023-09-23 14:51:00,904.0,2023-09-23 15:04:00,2023-09-23 15:12:00,904.0,13.0,Mild Delay,9.0,Mild Delay,7.0,Mild Delay,8.0,Mild Delay
202309237633614,2023-09-23,VT,2023-09-23 13:09:00,2023-09-23 13:10:00,,,,2023-09-23 13:28:00,2023-09-23 13:29:00,,2023-09-23 13:48:00,2023-09-23 13:47:00,2023-09-23 13:50:00,2023-09-23 13:50:00,,,,,,,,,,,,2023-09-23 15:04:00,2023-09-23 15:04:00,2023-09-23 15:06:00,2023-09-23 15:06:00,,2023-09-23 15:23:00,2023-09-23 15:23:00,2023-09-23 15:26:00,2023-09-23 15:26:00,,2023-09-23 15:43:00,2023-09-23 15:42:00,2023-09-23 15:44:00,2023-09-23 15:45:00,,2023-09-23 16:04:00,2023-09-23 16:06:00,,1.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,2.0,Not Delayed
202309237633617,2023-09-23,VT,2023-09-23 14:08:00,2023-09-23 14:09:00,,,,2023-09-23 14:27:00,2023-09-23 14:27:00,,2023-09-23 14:47:00,2023-09-23 14:45:00,2023-09-23 14:49:00,2023-09-23 15:08:00,576.0,,,,,,,,,,,2023-09-23 16:06:00,2023-09-23 16:18:00,2023-09-23 16:07:00,2023-09-23 16:19:00,576.0,2023-09-23 16:26:00,2023-09-23 16:38:00,2023-09-23 16:27:00,2023-09-23 16:40:00,576.0,2023-09-23 16:44:00,2023-09-23 17:01:00,2023-09-23 16:46:00,2023-09-23 17:04:00,576.0,2023-09-23 17:04:00,2023-09-23 17:20:00,576.0,1.0,Not Delayed,19.0,Moderate Delay,13.0,Mild Delay,16.0,Moderate Delay
202309237633620,2023-09-23,VT,2023-09-23 15:12:00,2023-09-23 15:12:00,,,,2023-09-23 15:31:00,2023-09-23 15:32:00,,2023-09-23 15:51:00,2023-09-23 15:50:00,2023-09-23 15:52:00,2023-09-23 15:52:00,,,,,,,,,,,,2023-09-23 17:04:00,2023-09-23 17:04:00,2023-09-23 17:06:00,2023-09-23 17:05:00,,2023-09-23 17:23:00,2023-09-23 17:25:00,2023-09-23 17:26:00,2023-09-23 17:27:00,,2023-09-23 17:43:00,2023-09-23 17:41:00,2023-09-23 17:44:00,2023-09-23 17:44:00,,2023-09-23 18:04:00,2023-09-23 18:04:00,,0.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,0.0,Not Delayed
202309237633623,2023-09-23,VT,2023-09-23 16:05:00,2023-09-23 16:05:00,,,,2023-09-23 16:27:00,2023-09-23 16:27:00,,2023-09-23 16:47:00,2023-09-23 16:45:00,2023-09-23 16:49:00,2023-09-23 16:49:00,,,,,,,,,,,,2023-09-23 18:04:00,2023-09-23 18:05:00,2023-09-23 18:06:00,2023-09-23 18:06:00,,2023-09-23 18:23:00,2023-09-23 18:24:00,2023-09-23 18:26:00,2023-09-23 18:26:00,,2023-09-23 18:43:00,2023-09-23 18:41:00,2023-09-23 18:44:00,2023-09-23 18:44:00,,2023-09-23 19:04:00,2023-09-23 19:03:00,,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,-1.0,Not Delayed
202309237633626,2023-09-23,VT,2023-09-23 17:07:00,2023-09-23 17:09:00,,,,2023-09-23 17:27:00,2023-09-23 17:29:00,,2023-09-23 17:47:00,2023-09-23 17:47:00,2023-09-23 17:49:00,2023-09-23 17:49:00,,,,,,,,,,,,2023-09-23 19:04:00,2023-09-23 19:03:00,2023-09-23 19:06:00,2023-09-23 19:05:00,,2023-09-23 19:23:00,2023-09-23 19:23:00,2023-09-23 19:26:00,2023-09-23 19:26:00,,2023-09-23 19:43:00,2023-09-23 19:42:00,2023-09-23 19:44:00,2023-09-23 19:44:00,,2023-09-23 20:04:00,2023-09-23 20:02:00,,2.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,-2.0,Not Delayed
202309237633629,2023-09-23,VT,2023-09-23 18:11:00,2023-09-23 18:11:00,,,,2023-09-23 18:29:00,2023-09-23 18:33:00,,2023-09-23 18:49:00,2023-09-23 18:52:00,2023-09-23 18:51:00,2023-09-23 18:54:00,,,,,,,,,,,,2023-09-23 20:04:00,2023-09-23 20:11:00,2023-09-23 20:06:00,2023-09-23 20:13:00,895.0,2023-09-23 20:23:00,2023-09-23 20:33:00,2023-09-23 20:26:00,2023-09-23 20:36:00,895.0,2023-09-23 20:43:00,2023-09-23 20:50:00,2023-09-23 20:44:00,2023-09-23 20:53:00,895.0,2023-09-23 21:04:00,2023-09-23 21:11:00,895.0,0.0,Not Delayed,3.0,Not Delayed,10.0,Mild Delay,7.0,Mild Delay
202309237633633,2023-09-23,VT,2023-09-23 19:03:00,2023-09-23 19:03:00,,,,2023-09-23 19:25:00,2023-09-23 19:25:00,,2023-09-23 19:46:00,2023-09-23 19:44:00,2023-09-23 19:48:00,2023-09-23 19:48:00,,,,,,,,,,,,2023-09-23 21:04:00,2023-09-23 21:04:00,2023-09-23 21:05:00,2023-09-23 21:05:00,,2023-09-23 21:23:00,2023-09-23 21:24:00,2023-09-23 21:26:00,2023-09-23 21:27:00,,2023-09-23 21:43:00,2023-09-23 21:43:00,2023-09-23 21:44:00,2023-09-23 21:46:00,,2023-09-23 22:04:00,2023-09-23 22:02:00,,0.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,-2.0,Not Delayed
202309247633598,2023-09-24,VT,2023-09-24 08:20:00,2023-09-24 08:20:00,,,,2023-09-24 08:36:00,2023-09-24 08:39:00,,2023-09-24 09:07:00,2023-09-24 09:03:00,2023-09-24 09:08:00,2023-09-24 09:09:00,,2023-09-24 10:00:00,2023-09-24 10:06:00,2023-09-24 10:01:00,2023-09-24 10:08:00,,2023-09-24 10:07:00,2023-09-24 10:14:00,2023-09-24 10:08:00,2023-09-24 10:15:00,,2023-09-24 10:23:00,2023-09-24 10:28:00,2023-09-24 10:24:00,2023-09-24 10:29:00,,2023-09-24 10:42:00,2023-09-24 10:46:00,2023-09-24 10:43:00,2023-09-24 10:48:00,,2023-09-24 11:00:00,2023-09-24 11:03:00,2023-09-24 11:02:00,2023-09-24 11:05:00,,2023-09-24 11:18:00,2023-09-24 11:21:00,,0.0,Not Delayed,1.0,Not Delayed,5.0,Mild Delay,3.0,Not Delayed
