RID,Date,TOC,EUS Scheduled Departure Time,EUS Actual Departure Time,EUS LC Reason,WFJ Scheduled Arrival Time,WFJ Actual Arrival Time,WFJ Scheduled Departure Time,WFJ Actual Departure Time,WFJ LC Reason,MKC Scheduled Arrival Time,MKC Actual Arrival Time,MKC Scheduled Departure Time,MKC Actual Departure Time,MKC LC Reason,TAM Scheduled Arrival Time,TAM Actual Arrival Time,TAM Scheduled Departure Time,TAM Actual Departure Time,TAM LC Reason,LTV Scheduled Arrival Time,LTV Actual Arrival Time,LTV Scheduled Departure Time,LTV Actual Departure Time,LTV LC Reason,STA Scheduled Arrival Time,STA Actual Arrival Time,STA Scheduled Departure Time,STA Actual Departure Time,STA LC Reason,CRE Scheduled Arrival Time,CRE Actual Arrival Time,CRE Scheduled Departure Time,CRE Actual Departure Time,CRE LC Reason,RUN Scheduled Arrival Time,RUN Actual Arrival Time,RUN Scheduled Departure Time,RUN Actual Departure Time,RUN LC Reason,LIV Scheduled Arrival Time,LIV Actual Arrival Time,LIV LC Reason,EUS Delay Minutes,EUS Delay Classification,MKC Delay Minutes,MKC Delay Classification,CRE Delay Minutes,CRE Delay Classification,LIV Delay Minutes,LIV Delay Classification
202405026727628,2024-05-02,VT,2024-05-02 13:43:00,2024-05-02 13:43:00,,,,,,,2024-05-02 14:14:00,2024-05-02 14:19:00,2024-05-02 14:15:00,2024-05-02 14:21:00,,,,,,,,,,,,,,,,,2024-05-02 15:23:00,2024-05-02 15:38:00,2024-05-02 15:26:00,2024-05-02 15:39:00,,2024-05-02 15:43:00,2024-05-02 16:01:00,2024-05-02 15:44:00,2024-05-02 16:04:00,,2024-05-02 16:04:00,2024-05-02 16:22:00,,0.0,Not Delayed,6.0,Mild Delay,13.0,Mild Delay,18.0,Moderate Delay
202405026787703,2024-05-02,VT,2024-05-02 14:43:00,2024-05-02 14:42:00,,,,,,,2024-05-02 15:14:00,2024-05-02 15:11:00,2024-05-02 15:15:00,2024-05-02 15:15:00,,,,,,,,,,,,,,,,,2024-05-02 16:23:00,2024-05-02 16:22:00,2024-05-02 16:26:00,2024-05-02 16:25:00,,2024-05-02 16:43:00,2024-05-02 16:40:00,2024-05-02 16:44:00,2024-05-02 16:44:00,,2024-05-02 17:04:00,2024-05-02 17:06:00,,-1.0,Not Delayed,0.0,Not Delayed,-1.0,Not Delayed,2.0,Not Delayed
202405026727630,2024-05-02,VT,2024-05-02 15:43:00,2024-05-02 15:42:00,,,,,,,2024-05-02 16:14:00,2024-05-02 16:12:00,2024-05-02 16:15:00,2024-05-02 16:15:00,,,,,,,,,,,,,,,,,2024-05-02 17:24:00,2024-05-02 17:24:00,2024-05-02 17:26:00,2024-05-02 17:26:00,,2024-05-02 17:43:00,2024-05-02 17:42:00,2024-05-02 17:44:00,2024-05-02 17:45:00,,2024-05-02 18:04:00,2024-05-02 18:02:00,,-1.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,-2.0,Not Delayed
202405026727632,2024-05-02,VT,2024-05-02 16:43:00,2024-05-02 16:43:00,,,,,,,2024-05-02 17:14:00,2024-05-02 17:13:00,2024-05-02 17:15:00,2024-05-02 17:15:00,,,,,,,,,,,,,,,,,2024-05-02 18:23:00,2024-05-02 18:22:00,2024-05-02 18:26:00,2024-05-02 18:27:00,,2024-05-02 18:43:00,2024-05-02 18:42:00,2024-05-02 18:44:00,2024-05-02 18:44:00,,2024-05-02 19:04:00,2024-05-02 19:07:00,,0.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,3.0,Not Delayed
202405026787712,2024-05-02,VT,2024-05-02 17:43:00,2024-05-02 17:42:00,,,,,,,,,2024-05-02 18:15:00,2024-05-02 18:25:00,,,,,,,,,,,,,,,,,2024-05-02 19:23:00,2024-05-02 19:30:00,2024-05-02 19:26:00,2024-05-02 19:33:00,573.0,2024-05-02 19:43:00,2024-05-02 19:49:00,2024-05-02 19:44:00,2024-05-02 19:52:00,573.0,2024-05-02 20:05:00,2024-05-02 20:17:00,573.0,-1.0,Not Delayed,10.0,Mild Delay,7.0,Mild Delay,12.0,Mild Delay
202405026787715,2024-05-02,VT,2024-05-02 18:43:00,2024-05-02 18:43:00,,,,,,,,,2024-05-02 19:15:00,2024-05-02 19:15:00,,,,,,,,,,,,,,,,,2024-05-02 20:23:00,2024-05-02 20:25:00,2024-05-02 20:26:00,2024-05-02 20:40:00,,2024-05-02 20:43:00,2024-05-02 20:55:00,2024-05-02 20:44:00,2024-05-02 20:57:00,,2024-05-02 21:05:00,2024-05-02 21:22:00,576.0,0.0,Not Delayed,0.0,Not Delayed,14.0,Mild Delay,17.0,Moderate Delay
202405026727635,2024-05-02,VT,2024-05-02 19:43:00,2024-05-02 19:44:00,,,,,,,2024-05-02 20:14:00,2024-05-02 20:14:00,2024-05-02 20:15:00,2024-05-02 20:17:00,,,,,,,,,,,,,,,,,2024-05-02 21:24:00,2024-05-02 21:22:00,2024-05-02 21:26:00,2024-05-02 21:26:00,,2024-05-02 21:43:00,2024-05-02 21:43:00,2024-05-02 21:45:00,2024-05-02 21:46:00,,2024-05-02 22:04:00,2024-05-02 22:07:00,,1.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,3.0,Not Delayed
202405026727636,2024-05-02,VT,2024-05-02 20:43:00,2024-05-02 20:42:00,,,,,,,2024-05-02 21:14:00,2024-05-02 21:12:00,2024-05-02 21:15:00,2024-05-02 21:15:00,,,,,,,,,,,,,,,,,2024-05-02 22:23:00,2024-05-02 22:56:00,2024-05-02 22:26:00,2024-05-02 23:00:00,547.0,2024-05-02 22:43:00,2024-05-02 23:16:00,2024-05-02 22:44:00,2024-05-02 23:18:00,547.0,2024-05-02 23:04:00,2024-05-02 23:35:00,547.0,-1.0,Not Delayed,0.0,Not Delayed,34.0,Severe Delay,31.0,Severe Delay
202405036787681,2024-05-03,VT,2024-05-03 06:36:00,2024-05-03 06:36:00,,,,2024-05-03 06:51:00,2024-05-03 06:51:00,,2024-05-03 07:11:00,2024-05-03 07:09:00,2024-05-03 07:12:00,2024-05-03 07:12:00,,,,,,,,,,,,2024-05-03 08:04:00,2024-05-03 08:01:00,2024-05-03 08:05:00,2024-05-03 08:06:00,,2024-05-03 08:24:00,2024-05-03 08:26:00,2024-05-03 08:26:00,2024-05-03 08:27:00,,2024-05-03 08:43:00,2024-05-03 08:43:00,2024-05-03 08:44:00,2024-05-03 08:45:00,,2024-05-03 09:04:00,2024-05-03 09:01:00,,0.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,-3.0,Not Delayed
202405036727622,2024-05-03,VT,2024-05-03 07:43:00,2024-05-03 07:42:00,,,,,,,2024-05-03 08:14:00,2024-05-03 08:14:00,2024-05-03 08:15:00,2024-05-03 08:16:00,,,,,,,,,,,,,,,,,2024-05-03 09:23:00,2024-05-03 09:24:00,2024-05-03 09:26:00,2024-05-03 09:26:00,,2024-05-03 09:43:00,2024-05-03 09:42:00,2024-05-03 09:44:00,2024-05-03 09:45:00,,2024-05-03 10:04:00,2024-05-03 10:03:00,,-1.0,Not Delayed,1.0,Not Delayed,0.0,Not Delayed,-1.0,Not Delayed
202405036787686,2024-05-03,VT,2024-05-03 08:43:00,2024-05-03 08:47:00,,,,,,,2024-05-03 09:14:00,2024-05-03 09:16:00,2024-05-03 09:15:00,2024-05-03 09:19:00,,,,,,,,,,,,,,,,,2024-05-03 10:24:00,2024-05-03 10:22:00,2024-05-03 10:26:00,2024-05-03 10:26:00,,2024-05-03 10:43:00,2024-05-03 10:41:00,2024-05-03 10:44:00,2024-05-03 10:44:00,,2024-05-03 11:04:00,2024-05-03 11:02:00,,4.0,Not Delayed,4.0,Not Delayed,0.0,Not Delayed,-2.0,Not Delayed
202405036787689,2024-05-03,VT,2024-05-03 09:43:00,2024-05-03 09:42:00,,,,,,,2024-05-03 10:14:00,2024-05-03 10:13:00,2024-05-03 10:15:00,2024-05-03 10:15:00,,,,,,,,,,,,,,,,,2024-05-03 11:24:00,2024-05-03 11:24:00,2024-05-03 11:26:00,2024-05-03 11:27:00,,2024-05-03 11:43:00,2024-05-03 11:43:00,2024-05-03 11:44:00,2024-05-03 11:45:00,,2024-05-03 12:04:00,2024-05-03 12:03:00,,-1.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,-1.0,Not Delayed
202405036787692,2024-05-03,VT,2024-05-03 10:43:00,2024-05-03 10:43:00,,,,,,,2024-05-03 11:14:00,2024-05-03 11:13:00,2024-05-03 11:15:00,2024-05-03 11:15:00,,,,,,,,,,,,,,,,,2024-05-03 12:24:00,2024-05-03 12:23:00,2024-05-03 12:26:00,2024-05-03 12:26:00,,2024-05-03 12:43:00,2024-05-03 12:42:00,2024-05-03 12:44:00,2024-05-03 12:45:00,,2024-05-03 13:04:00,2024-05-03 13:05:00,,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed
202405036727624,2024-05-03,VT,2024-05-03 11:43:00,2024-05-03 11:43:00,,,,,,,2024-05-03 12:14:00,2024-05-03 12:14:00,2024-05-03 12:15:00,2024-05-03 12:16:00,,,,,,,,,,,,,,,,,2024-05-03 13:24:00,2024-05-03 13:25:00,2024-05-03 13:26:00,2024-05-03 13:28:00,,2024-05-03 13:43:00,2024-05-03 13:43:00,2024-05-03 13:44:00,2024-05-03 13:46:00,,2024-05-03 14:04:00,2024-05-03 14:04:00,,0.0,Not Delayed,1.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed
202405036727625,2024-05-03,VT,2024-05-03 12:43:00,2024-05-03 12:44:00,,,,,,,2024-05-03 13:14:00,2024-05-03 13:15:00,2024-05-03 13:15:00,2024-05-03 13:17:00,,,,,,,,,,,,,,,,,2024-05-03 14:23:00,2024-05-03 14:24:00,2024-05-03 14:26:00,2024-05-03 14:26:00,,2024-05-03 14:43:00,2024-05-03 14:43:00,2024-05-03 14:44:00,2024-05-03 14:46:00,,2024-05-03 15:04:00,2024-05-03 15:02:00,,1.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,-2.0,Not Delayed
202405036727628,2024-05-03,VT,2024-05-03 13:43:00,2024-05-03 13:42:00,,,,,,,2024-05-03 14:14:00,2024-05-03 14:14:00,2024-05-03 14:15:00,2024-05-03 14:16:00,,,,,,,,,,,,,,,,,2024-05-03 15:23:00,2024-05-03 15:28:00,2024-05-03 15:26:00,2024-05-03 15:31:00,,2024-05-03 15:43:00,2024-05-03 15:47:00,2024-05-03 15:44:00,2024-05-03 15:50:00,,2024-05-03 16:04:00,2024-05-03 16:07:00,,-1.0,Not Delayed,1.0,Not Delayed,5.0,Mild Delay,3.0,Not Delayed
202405036787703,2024-05-03,VT,2024-05-03 14:43:00,2024-05-03 14:43:00,,,,,,,2024-05-03 15:14:00,2024-05-03 15:13:00,2024-05-03 15:15:00,2024-05-03 15:15:00,,,,,,,,,,,,,,,,,2024-05-03 16:23:00,2024-05-03 16:24:00,2024-05-03 16:26:00,2024-05-03 16:27:00,,2024-05-03 16:43:00,2024-05-03 16:42:00,2024-05-03 16:44:00,2024-05-03 16:45:00,,2024-05-03 17:04:00,2024-05-03 17:04:00,,0.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,0.0,Not Delayed
202405036727630,2024-05-03,VT,2024-05-03 15:43:00,2024-05-03 15:43:00,,,,,,,2024-05-03 16:14:00,2024-05-03 16:13:00,2024-05-03 16:15:00,2024-05-03 16:16:00,,,,,,,,,,,,,,,,,2024-05-03 17:24:00,2024-05-03 17:33:00,2024-05-03 17:26:00,2024-05-03 17:37:00,,2024-05-03 17:43:00,2024-05-03 17:54:00,2024-05-03 17:44:00,2024-05-03 17:57:00,,2024-05-03 18:04:00,2024-05-03 18:14:00,,0.0,Not Delayed,1.0,Not Delayed,11.0,Mild Delay,10.0,Mild Delay
202405036727632,2024-05-03,VT,2024-05-03 16:43:00,2024-05-03 16:43:00,,,,,,,2024-05-03 17:14:00,2024-05-03 17:12:00,2024-05-03 17:15:00,2024-05-03 17:15:00,,,,,,,,,,,,,,,,,2024-05-03 18:23:00,2024-05-03 18:18:00,2024-05-03 18:26:00,2024-05-03 18:26:00,,2024-05-03 18:43:00,2024-05-03 18:40:00,2024-05-03 18:44:00,2024-05-03 18:44:00,,2024-05-03 19:04:00,2024-05-03 19:01:00,,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,-3.0,Not Delayed
202405036787712,2024-05-03,VT,2024-05-03 17:43:00,2024-05-03 17:43:00,,,,,,,,,2024-05-03 18:15:00,2024-05-03 18:19:00,,,,,,,,,,,,,,,,,2024-05-03 19:23:00,2024-05-03 19:38:00,2024-05-03 19:26:00,2024-05-03 19:40:00,,2024-05-03 19:43:00,2024-05-03 20:05:00,2024-05-03 19:44:00,2024-05-03 20:08:00,,2024-05-03 20:05:00,2024-05-03 20:26:00,,0.0,Not Delayed,4.0,Not Delayed,14.0,Mild Delay,21.0,Moderate Delay
202405036787715,2024-05-03,VT,2024-05-03 18:43:00,2024-05-03 18:42:00,,,,,,,,,2024-05-03 19:15:00,2024-05-03 19:15:00,,,,,,,,,,,,,,,,,2024-05-03 20:23:00,2024-05-03 20:24:00,2024-05-03 20:26:00,2024-05-03 20:26:00,,2024-05-03 20:43:00,2024-05-03 20:41:00,2024-05-03 20:44:00,2024-05-03 20:44:00,,2024-05-03 21:05:00,2024-05-03 21:04:00,,-1.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,-1.0,Not Delayed
202405036727635,2024-05-03,VT,2024-05-03 19:43:00,2024-05-03 19:43:00,,,,,,,2024-05-03 20:14:00,2024-05-03 20:15:00,2024-05-03 20:15:00,2024-05-03 20:18:00,,,,,,,,,,,,,,,,,2024-05-03 21:24:00,2024-05-03 21:26:00,2024-05-03 21:26:00,2024-05-03 21:29:00,,2024-05-03 21:43:00,2024-05-03 21:46:00,2024-05-03 21:45:00,2024-05-03 21:48:00,,2024-05-03 22:04:00,2024-05-03 22:09:00,,0.0,Not Delayed,3.0,Not Delayed,3.0,Not Delayed,5.0,Mild Delay
202405036727636,2024-05-03,VT,2024-05-03 20:43:00,2024-05-03 20:42:00,,,,,,,2024-05-03 21:14:00,2024-05-03 21:12:00,2024-05-03 21:15:00,2024-05-03 21:15:00,,,,,,,,,,,,,,,,,2024-05-03 22:23:00,2024-05-03 22:26:00,2024-05-03 22:26:00,2024-05-03 22:29:00,,2024-05-03 22:43:00,2024-05-03 22:45:00,2024-05-03 22:44:00,2024-05-03 22:47:00,,2024-05-03 23:04:00,2024-05-03 23:05:00,,-1.0,Not Delayed,0.0,Not Delayed,3.0,Not Delayed,1.0,Not Delayed
202405046787684,2024-05-04,VT,2024-05-04 07:38:00,2024-05-04 07:38:00,,,,2024-05-04 07:54:00,2024-05-04 07:54:00,,2024-05-04 08:14:00,2024-05-04 08:12:00,2024-05-04 08:15:00,2024-05-04 08:15:00,,,,,,,,,,,,,,,,,2024-05-04 09:23:00,2024-05-04 09:27:00,2024-05-04 09:26:00,2024-05-04 09:29:00,,2024-05-04 09:43:00,2024-05-04 09:45:00,2024-05-04 09:44:00,2024-05-04 09:47:00,,2024-05-04 10:04:00,2024-05-04 10:03:00,,0.0,Not Delayed,0.0,Not Delayed,3.0,Not Delayed,-1.0,Not Delayed
202405046727623,2024-05-04,VT,2024-05-04 08:38:00,2024-05-04 08:37:00,,,,2024-05-04 08:54:00,2024-05-04 08:54:00,,2024-05-04 09:14:00,2024-05-04 09:13:00,2024-05-04 09:15:00,2024-05-04 09:16:00,,,,,,,,,,,,,,,,,2024-05-04 10:23:00,2024-05-04 10:25:00,2024-05-04 10:26:00,2024-05-04 10:28:00,,2024-05-04 10:43:00,2024-05-04 10:45:00,2024-05-04 10:44:00,2024-05-04 10:48:00,,2024-05-04 11:04:00,2024-05-04 11:06:00,,-1.0,Not Delayed,1.0,Not Delayed,2.0,Not Delayed,2.0,Not Delayed
202405046787690,2024-05-04,VT,2024-05-04 09:34:00,2024-05-04 09:34:00,,,,2024-05-04 09:50:00,2024-05-04 09:50:00,,2024-05-04 10:10:00,2024-05-04 10:08:00,2024-05-04 10:11:00,2024-05-04 10:11:00,,,,,,,,,,,,,,,,,2024-05-04 11:23:00,2024-05-04 11:23:00,2024-05-04 11:26:00,2024-05-04 11:26:00,,2024-05-04 11:43:00,2024-05-04 11:41:00,2024-05-04 11:44:00,2024-05-04 11:44:00,,2024-05-04 12:04:00,2024-05-04 12:06:00,,0.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,2.0,Not Delayed
202405046787693,2024-05-04,VT,2024-05-04 10:38:00,2024-05-04 10:38:00,,,,2024-05-04 10:54:00,2024-05-04 10:57:00,,2024-05-04 11:14:00,2024-05-04 11:15:00,2024-05-04 11:15:00,2024-05-04 11:17:00,,,,,,,,,,,,,,,,,2024-05-04 12:23:00,2024-05-04 12:22:00,2024-05-04 12:26:00,2024-05-04 12:26:00,,2024-05-04 12:43:00,2024-05-04 12:41:00,2024-05-04 12:44:00,2024-05-04 12:44:00,,2024-05-04 13:04:00,2024-05-04 12:59:00,,0.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,-5.0,Not Delayed
202405046787696,2024-05-04,VT,2024-05-04 11:38:00,2024-05-04 11:37:00,,,,2024-05-04 11:54:00,2024-05-04 11:54:00,,2024-05-04 12:14:00,2024-05-04 12:13:00,2024-05-04 12:15:00,2024-05-04 12:15:00,,,,,,,,,,,,,,,,,2024-05-04 13:23:00,2024-05-04 13:27:00,2024-05-04 13:26:00,2024-05-04 13:29:00,,2024-05-04 13:43:00,2024-05-04 13:45:00,2024-05-04 13:44:00,2024-05-04 13:47:00,,2024-05-04 14:04:00,2024-05-04 14:08:00,,-1.0,Not Delayed,0.0,Not Delayed,3.0,Not Delayed,4.0,Not Delayed
202405046727626,2024-05-04,VT,2024-05-04 12:38:00,2024-05-04 12:38:00,,,,2024-05-04 12:54:00,2024-05-04 12:54:00,,2024-05-04 13:14:00,2024-05-04 13:12:00,2024-05-04 13:15:00,2024-05-04 13:16:00,,,,,,,,,,,,,,,,,2024-05-04 14:25:00,2024-05-04 14:22:00,2024-05-04 14:27:00,2024-05-04 14:27:00,,2024-05-04 14:44:00,2024-05-04 14:43:00,2024-05-04 14:46:00,2024-05-04 14:46:00,,2024-05-04 15:04:00,2024-05-04 15:05:00,,0.0,Not Delayed,1.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed
202405046787701,2024-05-04,VT,2024-05-04 13:38:00,2024-05-04 13:37:00,,,,2024-05-04 13:54:00,2024-05-04 13:54:00,,2024-05-04 14:14:00,2024-05-04 14:12:00,2024-05-04 14:15:00,2024-05-04 14:15:00,,,,,,,,,,,,,,,,,2024-05-04 15:23:00,2024-05-04 15:22:00,2024-05-04 15:26:00,2024-05-04 15:28:00,,2024-05-04 15:43:00,2024-05-04 15:43:00,2024-05-04 15:44:00,2024-05-04 15:45:00,,2024-05-04 16:04:00,2024-05-04 16:06:00,,-1.0,Not Delayed,0.0,Not Delayed,2.0,Not Delayed,2.0,Not Delayed
202405046727629,2024-05-04,VT,2024-05-04 14:38:00,2024-05-04 14:38:00,,,,2024-05-04 14:54:00,2024-05-04 14:54:00,,2024-05-04 15:14:00,2024-05-04 15:12:00,2024-05-04 15:15:00,2024-05-04 15:15:00,,,,,,,,,,,,,,,,,2024-05-04 16:24:00,2024-05-04 16:20:00,2024-05-04 16:26:00,2024-05-04 16:25:00,,2024-05-04 16:43:00,2024-05-04 16:40:00,2024-05-04 16:44:00,2024-05-04 16:44:00,,2024-05-04 17:04:00,2024-05-04 17:03:00,,0.0,Not Delayed,0.0,Not Delayed,-1.0,Not Delayed,-1.0,Not Delayed
202405046727631,2024-05-04,VT,2024-05-04 15:38:00,2024-05-04 15:38:00,,,,2024-05-04 15:54:00,2024-05-04 15:54:00,,2024-05-04 16:14:00,2024-05-04 16:12:00,2024-05-04 16:15:00,2024-05-04 16:15:00,,,,,,,,,,,,,,,,,2024-05-04 17:23:00,2024-05-04 17:24:00,2024-05-04 17:26:00,2024-05-04 17:27:00,,2024-05-04 17:43:00,2024-05-04 17:42:00,2024-05-04 17:44:00,2024-05-04 17:45:00,,2024-05-04 18:04:00,2024-05-04 18:07:00,,0.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,3.0,Not Delayed
202405046727633,2024-05-04,VT,2024-05-04 16:38:00,2024-05-04 16:37:00,,,,2024-05-04 16:54:00,2024-05-04 16:54:00,,2024-05-04 17:14:00,2024-05-04 17:13:00,2024-05-04 17:15:00,2024-05-04 17:15:00,,,,,,,,,,,,,,,,,2024-05-04 18:23:00,2024-05-04 18:24:00,2024-05-04 18:26:00,2024-05-04 18:27:00,,2024-05-04 18:43:00,2024-05-04 18:42:00,2024-05-04 18:44:00,2024-05-04 18:44:00,,2024-05-04 19:04:00,2024-05-04 19:05:00,,-1.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed,1.0,Not Delayed
202405046787713,2024-05-04,VT,2024-05-04 17:38:00,2024-05-04 17:37:00,,,,2024-05-04 17:54:00,2024-05-04 17:54:00,,2024-05-04 18:14:00,2024-05-04 18:12:00,2024-05-04 18:15:00,2024-05-04 18:15:00,,,,,,,,,,,,,,,,,2024-05-04 19:23:00,2024-05-04 19:19:00,2024-05-04 19:26:00,2024-05-04 19:26:00,,2024-05-04 19:43:00,2024-05-04 19:40:00,2024-05-04 19:44:00,2024-05-04 19:45:00,,2024-05-04 20:04:00,2024-05-04 20:06:00,,-1.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,2.0,Not Delayed
202405046787716,2024-05-04,VT,2024-05-04 18:38:00,2024-05-04 18:39:00,,,,2024-05-04 18:54:00,2024-05-04 18:54:00,,2024-05-04 19:14:00,2024-05-04 19:13:00,2024-05-04 19:15:00,2024-05-04 19:15:00,,,,,,,,,,,,,,,,,2024-05-04 20:23:00,2024-05-04 20:21:00,2024-05-04 20:26:00,2024-05-04 20:26:00,,2024-05-04 20:43:00,2024-05-04 20:42:00,2024-05-04 20:44:00,2024-05-04 20:44:00,,2024-05-04 21:04:00,2024-05-04 21:02:00,,1.0,Not Delayed,0.0,Not Delayed,0.0,Not Delayed,-2.0,Not Delayed
202405046787720,2024-05-04,VT,2024-05-04 19:33:00,2024-05-04 19:32:00,,,,2024-05-04 19:48:00,2024-05-04 19:48:00,,2024-05-04 20:13:00,2024-05-04 20:13:00,2024-05-04 20:15:00,2024-05-04 20:15:00,,,,,,,,,,,,,,,,,2024-05-04 21:23:00,2024-05-04 21:26:00,2024-05-04 21:26:00,2024-05-04 21:30:00,,2024-05-04 21:43:00,2024-05-04 21:46:00,2024-05-04 21:44:00,2024-05-04 21:49:00,,2024-05-04 22:04:00,2024-05-04 22:07:00,,-1.0,Not Delayed,0.0,Not Delayed,4.0,Not Delayed,3.0,Not Delayed
202405066727622,2024-05-06,VT,2024-05-06 07:35:00,2024-05-06 07:34:00,,,,2024-05-06 07:50:00,2024-05-06 07:51:00,,2024-05-06 08:09:00,2024-05-06 08:09:00,2024-05-06 08:10:00,2024-05-06 08:12:00,,,,,,,,,,,,,,,,,2024-05-06 09:32:00,2024-05-06 09:30:00,2024-05-06 09:43:00,2024-05-06 09:42:00,,,,,,,2024-05-06 10:27:00,2024-05-06 10:28:00,,-1.0,Not Delayed,2.0,Not Delayed,-1.0,Not Delayed,1.0,Not Delayed
202405066787689,2024-05-06,VT,2024-05-06 09:34:00,2024-05-06 09:33:00,,,,2024-05-06 09:49:00,2024-05-06 09:51:00,,2024-05-06 10:08:00,2024-05-06 10:09:00,2024-05-06 10:09:00,2024-05-06 10:11:00,,,,,,,,,,,,,,,,,2024-05-06 11:34:00,2024-05-06 11:33:00,2024-05-06 11:43:00,2024-05-06 11:43:00,,,,,,,2024-05-06 12:26:00,2024-05-06 12:27:00,,-1.0,Not Delayed,2.0,Not Delayed,0.0,Not Delayed,1.0,Not Delayed
202405066727624,2024-05-06,VT,2024-05-06 11:32:00,2024-05-06 11:32:00,,,,2024-05-06 11:47:00,2024-05-06 11:48:00,,2024-05-06 12:06:00,2024-05-06 12:07:00,2024-05-06 12:07:00,2024-05-06 12:10:00,,,,,,,,,,,,,,,,,2024-05-06 13:37:00,2024-05-06 13:38:00,2024-05-06 13:43:00,2024-05-06 13:42:00,,,,,,,2024-05-06 14:28:00,2024-05-06 14:27:00,,0.0,Not Delayed,3.0,Not Delayed,-1.0,Not Delayed,-1.0,Not Delayed
202405066727628,2024-05-06,VT,2024-05-06 13:32:00,2024-05-06 13:32:00,,,,2024-05-06 13:47:00,2024-05-06 13:49:00,,2024-05-06 14:06:00,2024-05-06 14:08:00,2024-05-06 14:07:00,2024-05-06 14:10:00,,,,,,,,,,,,,,,,,2024-05-06 15:30:00,2024-05-06 15:35:00,2024-05-06 15:43:00,2024-05-06 15:43:00,,,,,,,2024-05-06 16:26:00,2024-05-06 16:29:00,,0.0,Not Delayed,3.0,Not Delayed,0.0,Not Delayed,3.0,Not Delayed
202405066727630,2024-05-06,VT,2024-05-06 15:32:00,2024-05-06 15:32:00,,,,2024-05-06 15:47:00,2024-05-06 15:49:00,,2024-05-06 16:06:00,2024-05-06 16:07:00,2024-05-06 16:07:00,2024-05-06 16:10:00,,,,,,,,,,,,,,,,,2024-05-06 17:37:00,2024-05-06 18:03:00,2024-05-06 17:43:00,2024-05-06 18:05:00,824.0,,,,,,2024-05-06 18:35:00,2024-05-06 18:52:00,824.0,0.0,Not Delayed,3.0,Not Delayed,22.0,Moderate Delay,17.0,Moderate Delay
202405066727632,2024-05-06,VT,2024-05-06 16:33:00,2024-05-06 16:32:00,,,,2024-05-06 16:48:00,2024-05-06 16:48:00,,2024-05-06 17:07:00,2024-05-06 17:07:00,2024-05-06 17:08:00,2024-05-06 17:09:00,,,,,,,,,,,,,,,,,2024-05-06 18:32:00,2024-05-06 18:53:00,2024-05-06 18:42:00,2024-05-06 18:56:00,824.0,,,,,,2024-05-06 19:28:00,2024-05-06 19:44:00,824.0,-1.0,Not Delayed,1.0,Not Delayed,14.0,Mild Delay,16.0,Moderate Delay
202405066787715,2024-05-06,VT,2024-05-06 18:38:00,2024-05-06 18:38:00,,,,2024-05-06 18:53:00,2024-05-06 18:54:00,,,,2024-05-06 19:13:00,2024-05-06 19:14:00,,,,,,,,,,,,,,,,,2024-05-06 20:49:00,2024-05-06 20:56:00,2024-05-06 20:55:00,2024-05-06 21:01:00,,,,,,,2024-05-06 21:41:00,2024-05-06 21:53:00,,0.0,Not Delayed,1.0,Not Delayed,6.0,Mild Delay,12.0,Mild Delay
202405066727636,2024-05-06,VT,2024-05-06 20:38:00,2024-05-06 20:37:00,,,,2024-05-06 20:53:00,2024-05-06 20:53:00,,2024-05-06 21:12:00,2024-05-06 21:12:00,2024-05-06 21:13:00,2024-05-06 21:14:00,,,,,,,,,,,,,,,,,2024-05-06 22:32:00,2024-05-06 22:38:00,2024-05-06 22:43:00,2024-05-06 22:43:00,,,,,,,2024-05-06 23:27:00,2024-05-06 23:29:00,,-1.0,Not Delayed,1.0,Not Delayed,0.0,Not Delayed,2.0,Not Delayed
