RID,Date,TOC,EUS Scheduled Departure Time,EUS Actual Departure Time,EUS LC Reason,WFJ Scheduled Departure Time,WFJ Actual Departure Time,WFJ LC Reason,MKC Scheduled Departure Time,MKC Actual Departure Time,MKC LC Reason,RUG Scheduled Departure Time,RUG Actual Departure Time,RUG LC Reason,NUN Scheduled Departure Time,NUN Actual Departure Time,NUN LC Reason,TAM Scheduled Departure Time,TAM Actual Departure Time,TAM LC Reason,LTV Scheduled Departure Time,LTV Actual Departure Time,LTV LC Reason,STA Scheduled Departure Time,STA Actual Departure Time,STA LC Reason,CRE Scheduled Departure Time,CRE Actual Departure Time,CRE LC Reason,RUN Scheduled Departure Time,RUN Actual Departure Time,RUN LC Reason,LIV Scheduled Arrival Time,LIV Actual Arrival Time,LIV LC Reason
201507000000000.0,2015-07-01,VT,2015-07-01 07:07:00,2015-07-01 07:06:00,,,,,,,,,,,,,,,,,,,,2015-07-01 08:23:00,2015-07-01 08:31:00,,2015-07-01 08:43:00,2015-07-01 08:52:00,,2015-07-01 09:00:00,2015-07-01 09:10:00,,2015-07-01 09:21:00,2015-07-01 09:26:00,
201507000000000.0,2015-07-01,VT,2015-07-01 08:07:00,2015-07-01 08:07:00,169.0,,,,2015-07-01 08:38:00,2015-07-01 08:40:00,169.0,,,,,,,,,,,,,2015-07-01 09:27:00,2015-07-01 09:28:00,169.0,,,,2015-07-01 10:00:00,2015-07-01 10:15:00,169.0,2015-07-01 10:21:00,2015-07-01 10:34:00,169.0
201507000000000.0,2015-07-01,VT,2015-07-01 09:07:00,2015-07-01 09:07:00,,,,,,,,,,,,,,,,,,,,2015-07-01 10:23:00,2015-07-01 10:41:00,,2015-07-01 10:43:00,2015-07-01 11:09:00,,2015-07-01 11:00:00,2015-07-01 11:30:00,,2015-07-01 11:21:00,2015-07-01 11:46:00,
201507000000000.0,2015-07-01,VT,2015-07-01 10:07:00,2015-07-01 10:06:00,,,,,,,,,,,,,,,,,,,,2015-07-01 11:23:00,2015-07-01 11:24:00,,2015-07-01 11:43:00,2015-07-01 11:43:00,,2015-07-01 12:00:00,2015-07-01 12:03:00,,2015-07-01 12:21:00,2015-07-01 12:21:00,
201507000000000.0,2015-07-01,VT,2015-07-01 11:07:00,2015-07-01 11:07:00,,,,,,,,,,,,,,,,,,,,2015-07-01 12:23:00,2015-07-01 12:24:00,,2015-07-01 12:43:00,2015-07-01 12:43:00,,2015-07-01 13:00:00,2015-07-01 13:00:00,,2015-07-01 13:21:00,2015-07-01 13:19:00,
201507000000000.0,2015-07-01,VT,2015-07-01 12:07:00,2015-07-01 12:07:00,179.0,,,,,,,,,,,,,,,,,,,2015-07-01 13:23:00,2015-07-01 13:39:00,179.0,2015-07-01 13:43:00,2015-07-01 14:00:00,179.0,2015-07-01 14:00:00,2015-07-01 14:17:00,179.0,2015-07-01 14:21:00,2015-07-01 14:34:00,179.0
201507000000000.0,2015-07-01,VT,2015-07-01 13:07:00,2015-07-01 13:07:00,,,,,,,,,,,,,,,,,,,,2015-07-01 14:23:00,2015-07-01 14:22:00,,2015-07-01 14:43:00,2015-07-01 14:45:00,,2015-07-01 15:00:00,2015-07-01 15:06:00,,2015-07-01 15:21:00,2015-07-01 15:21:00,
201507000000000.0,2015-07-01,VT,2015-07-01 14:07:00,2015-07-01 14:07:00,,,,,,,,,,,,,,,,,,,,2015-07-01 15:23:00,2015-07-01 15:25:00,,2015-07-01 15:43:00,2015-07-01 15:45:00,,2015-07-01 16:00:00,2015-07-01 16:02:00,,2015-07-01 16:21:00,2015-07-01 16:23:00,
201507000000000.0,2015-07-01,VT,2015-07-01 15:07:00,2015-07-01 15:06:00,179.0,,,,,,,,,,,,,,,,,,,2015-07-01 16:23:00,2015-07-01 16:36:00,179.0,2015-07-01 16:43:00,2015-07-01 17:15:00,179.0,2015-07-01 17:00:00,2015-07-01 17:32:00,179.0,2015-07-01 17:21:00,2015-07-01 17:49:00,179.0
201507000000000.0,2015-07-01,VT,2015-07-01 16:07:00,2015-07-01 16:07:00,,,,,,,,,,,,,,,,,,,,2015-07-01 17:23:00,2015-07-01 17:27:00,,2015-07-01 17:43:00,2015-07-01 17:59:00,,2015-07-01 18:00:00,2015-07-01 18:17:00,,2015-07-01 18:21:00,2015-07-01 18:33:00,
201507000000000.0,2015-07-01,VT,2015-07-01 17:07:00,2015-07-01 17:11:00,,,,,,,,,,,,,,,,,,,,2015-07-01 18:23:00,2015-07-01 18:39:00,,2015-07-01 18:43:00,2015-07-01 19:42:00,,2015-07-01 19:00:00,2015-07-01 20:00:00,,2015-07-01 19:21:00,2015-07-01 20:16:00,
201507000000000.0,2015-07-01,VT,2015-07-01 17:33:00,2015-07-01 17:33:00,,,,,,,,2015-07-01 18:23:00,2015-07-01 18:30:00,,,,,,,,,,,2015-07-01 18:56:00,2015-07-01 19:02:00,,2015-07-01 19:16:00,2015-07-01 19:47:00,,2015-07-01 19:33:00,2015-07-01 20:04:00,,2015-07-01 19:52:00,2015-07-01 20:21:00,
201507000000000.0,2015-07-01,VT,2015-07-01 18:07:00,2015-07-01 18:08:00,,,,,,,,,,,,,,,,,,,,2015-07-01 19:23:00,2015-07-01 19:47:00,,2015-07-01 19:43:00,2015-07-01 20:14:00,,2015-07-01 20:00:00,2015-07-01 20:35:00,,2015-07-01 20:21:00,2015-07-01 20:54:00,
201507000000000.0,2015-07-01,VT,2015-07-01 18:33:00,,169.0,,,,,,,2015-07-01 19:23:00,,169.0,,,,,,,,,,2015-07-01 19:57:00,,169.0,2015-07-01 20:17:00,,169.0,2015-07-01 20:34:00,,169.0,2015-07-01 20:53:00,,169.0
201507000000000.0,2015-07-01,VT,2015-07-01 19:07:00,2015-07-01 19:07:00,,,,,,,,,,,2015-07-01 20:03:00,2015-07-01 20:11:00,,,,,,,,2015-07-01 20:27:00,2015-07-01 20:57:00,,,,,2015-07-01 21:00:00,2015-07-01 21:32:00,,2015-07-01 21:21:00,2015-07-01 21:49:00,
201507000000000.0,2015-07-01,VT,2015-07-01 20:07:00,2015-07-01 20:34:00,,,,,2015-07-01 20:35:00,2015-07-01 21:09:00,,,,,2015-07-01 21:03:00,2015-07-01 21:38:00,,,,,,,,2015-07-01 21:27:00,2015-07-01 22:01:00,,2015-07-01 21:48:00,2015-07-01 22:20:00,,2015-07-01 22:05:00,2015-07-01 22:37:00,,2015-07-01 22:25:00,2015-07-01 22:52:00,
201507000000000.0,2015-07-01,VT,2015-07-01 21:07:00,2015-07-01 21:12:00,145.0,,,,2015-07-01 21:39:00,2015-07-01 22:12:00,145.0,,,,2015-07-01 22:08:00,2015-07-01 22:42:00,145.0,,,,,,,,,,2015-07-01 22:57:00,2015-07-01 23:31:00,145.0,2015-07-01 23:15:00,2015-07-01 23:49:00,145.0,2015-07-01 23:39:00,2015-07-01 00:06:00,145.0
201507000000000.0,2015-07-02,VT,2015-07-02 07:07:00,2015-07-02 07:06:00,,,,,,,,,,,,,,,,,,,,2015-07-02 08:23:00,2015-07-02 08:22:00,,2015-07-02 08:43:00,2015-07-02 08:43:00,,2015-07-02 09:00:00,2015-07-02 09:05:00,,2015-07-02 09:21:00,2015-07-02 09:22:00,
201507000000000.0,2015-07-02,VT,2015-07-02 08:07:00,2015-07-02 08:12:00,,,,,2015-07-02 08:38:00,2015-07-02 08:46:00,,,,,,,,,,,,,,2015-07-02 09:27:00,2015-07-02 09:35:00,,,,,2015-07-02 10:00:00,2015-07-02 10:05:00,,2015-07-02 10:21:00,2015-07-02 10:22:00,
201507000000000.0,2015-07-02,VT,2015-07-02 09:07:00,2015-07-02 09:08:00,,,,,,,,,,,,,,,,,,,,2015-07-02 10:23:00,2015-07-02 10:25:00,,2015-07-02 10:43:00,2015-07-02 10:45:00,,2015-07-02 11:00:00,2015-07-02 11:05:00,,2015-07-02 11:21:00,2015-07-02 11:27:00,
201507000000000.0,2015-07-02,VT,2015-07-02 10:07:00,2015-07-02 10:07:00,,,,,,,,,,,,,,,,,,,,2015-07-02 11:23:00,2015-07-02 11:22:00,,2015-07-02 11:43:00,2015-07-02 11:43:00,,2015-07-02 12:00:00,2015-07-02 12:00:00,,2015-07-02 12:21:00,2015-07-02 12:19:00,
201507000000000.0,2015-07-02,VT,2015-07-02 11:07:00,2015-07-02 11:13:00,,,,,,,,,,,,,,,,,,,,2015-07-02 12:23:00,2015-07-02 12:46:00,,2015-07-02 12:43:00,2015-07-02 13:11:00,,2015-07-02 13:00:00,2015-07-02 13:29:00,,2015-07-02 13:21:00,2015-07-02 13:46:00,
201507000000000.0,2015-07-02,VT,2015-07-02 12:07:00,2015-07-02 12:07:00,179.0,,,,,,,,,,,,,,,,,,,2015-07-02 13:23:00,2015-07-02 13:32:00,179.0,2015-07-02 13:43:00,2015-07-02 14:15:00,179.0,2015-07-02 14:00:00,2015-07-02 14:34:00,179.0,2015-07-02 14:21:00,2015-07-02 14:54:00,179.0
201507000000000.0,2015-07-02,VT,2015-07-02 13:07:00,2015-07-02 13:18:00,179.0,,,,,,,,,,,,,,,,,,,2015-07-02 14:23:00,2015-07-02 14:37:00,179.0,2015-07-02 14:43:00,2015-07-02 15:40:00,179.0,2015-07-02 15:00:00,2015-07-02 16:04:00,179.0,2015-07-02 15:21:00,2015-07-02 16:23:00,179.0
201507000000000.0,2015-07-02,VT,2015-07-02 14:07:00,2015-07-02 14:08:00,,,,,,,,,,,,,,,,,,,,2015-07-02 15:23:00,2015-07-02 15:24:00,,2015-07-02 15:43:00,2015-07-02 15:57:00,,2015-07-02 16:00:00,2015-07-02 16:15:00,,2015-07-02 16:21:00,2015-07-02 16:36:00,
201507000000000.0,2015-07-02,VT,2015-07-02 15:07:00,2015-07-02 15:06:00,,,,,,,,,,,,,,,,,,,,2015-07-02 16:23:00,2015-07-02 16:25:00,,2015-07-02 16:43:00,2015-07-02 16:45:00,,2015-07-02 17:00:00,2015-07-02 17:01:00,,2015-07-02 17:21:00,2015-07-02 17:20:00,
201507000000000.0,2015-07-02,VT,2015-07-02 16:07:00,2015-07-02 16:10:00,,,,,,,,,,,,,,,,,,,,2015-07-02 17:23:00,2015-07-02 17:23:00,,2015-07-02 17:43:00,2015-07-02 17:43:00,,2015-07-02 18:00:00,2015-07-02 18:00:00,,2015-07-02 18:21:00,2015-07-02 18:23:00,
201507000000000.0,2015-07-02,VT,2015-07-02 17:07:00,2015-07-02 17:06:00,,,,,,,,,,,,,,,,,,,,2015-07-02 18:23:00,2015-07-02 18:25:00,,2015-07-02 18:43:00,2015-07-02 18:47:00,,2015-07-02 19:00:00,2015-07-02 19:04:00,,2015-07-02 19:21:00,2015-07-02 19:24:00,
201507000000000.0,2015-07-02,VT,2015-07-02 17:33:00,2015-07-02 17:32:00,,,,,,,,2015-07-02 18:23:00,2015-07-02 18:22:00,,,,,,,,,,,2015-07-02 18:56:00,2015-07-02 18:55:00,,2015-07-02 19:16:00,2015-07-02 19:16:00,,2015-07-02 19:33:00,2015-07-02 19:33:00,,2015-07-02 19:52:00,2015-07-02 19:53:00,
201507000000000.0,2015-07-02,VT,2015-07-02 18:07:00,2015-07-02 18:06:00,136.0,,,,,,,,,,,,,2015-07-02 19:08:00,2015-07-02 19:20:00,136.0,2015-07-02 19:09:00,2015-07-02 19:27:00,136.0,2015-07-02 19:23:00,2015-07-02 19:41:00,136.0,2015-07-02 19:43:00,2015-07-02 20:00:00,136.0,2015-07-02 20:00:00,2015-07-02 20:17:00,136.0,2015-07-02 20:21:00,2015-07-02 20:33:00,136.0
201507000000000.0,2015-07-02,VT,2015-07-02 18:33:00,2015-07-02 18:34:00,,,,,,,,2015-07-02 19:23:00,2015-07-02 19:30:00,,,,,,,,,,,2015-07-02 19:57:00,2015-07-02 20:08:00,,2015-07-02 20:17:00,2015-07-02 20:34:00,,2015-07-02 20:34:00,2015-07-02 20:50:00,,2015-07-02 20:53:00,2015-07-02 21:06:00,
201507000000000.0,2015-07-02,VT,2015-07-02 19:07:00,2015-07-02 19:33:00,153.0,,,,,,,,,,2015-07-02 20:03:00,2015-07-02 20:35:00,153.0,,,,,,,2015-07-02 20:27:00,2015-07-02 21:04:00,153.0,2015-07-02 20:43:00,,153.0,2015-07-02 21:00:00,2015-07-02 21:44:00,153.0,2015-07-02 21:21:00,2015-07-02 22:00:00,153.0
201507000000000.0,2015-07-02,VT,2015-07-02 20:07:00,2015-07-02 20:08:00,,,,,,,,,,,2015-07-02 21:03:00,2015-07-02 21:03:00,,,,,,,,2015-07-02 21:27:00,2015-07-02 21:27:00,,2015-07-02 21:48:00,2015-07-02 21:47:00,,2015-07-02 22:05:00,2015-07-02 22:06:00,,2015-07-02 22:25:00,2015-07-02 22:24:00,
201507000000000.0,2015-07-02,VT,2015-07-02 21:07:00,2015-07-02 21:06:00,,,,,2015-07-02 21:39:00,2015-07-02 21:43:00,,,,,2015-07-02 22:08:00,2015-07-02 22:10:00,,,,,,,,,,,2015-07-02 22:57:00,2015-07-02 22:56:00,,2015-07-02 23:15:00,2015-07-02 23:14:00,,2015-07-02 23:39:00,2015-07-02 23:36:00,
201507000000000.0,2015-07-03,VT,2015-07-03 07:07:00,2015-07-03 07:06:00,,,,,,,,,,,,,,,,,,,,2015-07-03 08:23:00,2015-07-03 08:26:00,,2015-07-03 08:43:00,2015-07-03 08:45:00,,2015-07-03 09:00:00,2015-07-03 09:01:00,,2015-07-03 09:21:00,2015-07-03 09:19:00,
201507000000000.0,2015-07-03,VT,2015-07-03 08:07:00,2015-07-03 08:06:00,,,,,2015-07-03 08:38:00,2015-07-03 08:43:00,,,,,,,,,,,,,,2015-07-03 09:27:00,2015-07-03 09:35:00,,,,,2015-07-03 10:00:00,2015-07-03 10:07:00,,2015-07-03 10:21:00,2015-07-03 10:22:00,
201507000000000.0,2015-07-03,VT,2015-07-03 10:07:00,2015-07-03 10:06:00,179.0,,,,,,,,,,,,,,,,,,,2015-07-03 11:23:00,,179.0,2015-07-03 11:43:00,2015-07-03 11:47:00,179.0,2015-07-03 12:00:00,2015-07-03 12:04:00,179.0,2015-07-03 12:21:00,2015-07-03 12:26:00,179.0
201507000000000.0,2015-07-03,VT,2015-07-03 11:07:00,,,,,,,,,,,,,,,,,,,,,2015-07-03 12:23:00,2015-07-03 12:26:00,,2015-07-03 12:43:00,2015-07-03 12:45:00,,2015-07-03 13:00:00,2015-07-03 13:03:00,,2015-07-03 13:21:00,2015-07-03 13:22:00,
201507000000000.0,2015-07-03,VT,2015-07-03 12:07:00,2015-07-03 12:07:00,,,,,,,,,,,,,,,,,,,,2015-07-03 13:23:00,2015-07-03 13:25:00,,2015-07-03 13:43:00,2015-07-03 13:44:00,,2015-07-03 14:00:00,2015-07-03 14:01:00,,2015-07-03 14:21:00,2015-07-03 14:19:00,
201507000000000.0,2015-07-03,VT,2015-07-03 13:07:00,2015-07-03 13:17:00,,,,,,,,,,,,,,,,,,,,2015-07-03 14:23:00,2015-07-03 14:36:00,,2015-07-03 14:43:00,2015-07-03 14:55:00,,2015-07-03 15:00:00,2015-07-03 15:12:00,,2015-07-03 15:21:00,2015-07-03 15:28:00,
201507000000000.0,2015-07-03,VT,2015-07-03 14:07:00,2015-07-03 14:06:00,123.0,,,,,,,,,,,,,,,,,,,2015-07-03 15:23:00,2015-07-03 15:45:00,123.0,2015-07-03 15:43:00,2015-07-03 16:05:00,123.0,2015-07-03 16:00:00,2015-07-03 16:29:00,123.0,2015-07-03 16:21:00,2015-07-03 16:50:00,123.0
201507000000000.0,2015-07-03,VT,2015-07-03 15:07:00,2015-07-03 15:08:00,,,,,,,,,,,,,,,,,,,,2015-07-03 16:23:00,2015-07-03 16:28:00,,2015-07-03 16:43:00,2015-07-03 16:47:00,,2015-07-03 17:00:00,2015-07-03 17:04:00,,2015-07-03 17:21:00,2015-07-03 17:21:00,
201507000000000.0,2015-07-03,VT,2015-07-03 16:07:00,2015-07-03 16:06:00,,,,,,,,,,,,,,,,,,,,2015-07-03 17:23:00,2015-07-03 17:23:00,,2015-07-03 17:43:00,2015-07-03 17:43:00,,2015-07-03 18:00:00,2015-07-03 18:07:00,,2015-07-03 18:21:00,2015-07-03 18:23:00,
201507000000000.0,2015-07-03,VT,2015-07-03 17:07:00,2015-07-03 17:09:00,179.0,,,,,,,,,,,,,,,,,,,2015-07-03 18:23:00,2015-07-03 18:37:00,179.0,2015-07-03 18:43:00,2015-07-03 18:57:00,179.0,2015-07-03 19:00:00,2015-07-03 19:22:00,179.0,2015-07-03 19:21:00,2015-07-03 19:37:00,179.0
201507000000000.0,2015-07-03,VT,2015-07-03 17:33:00,,120.0,,,,,,,2015-07-03 18:23:00,,120.0,,,,,,,,,,2015-07-03 18:56:00,,120.0,2015-07-03 19:16:00,,120.0,2015-07-03 19:33:00,,120.0,2015-07-03 19:52:00,,120.0
201507000000000.0,2015-07-03,VT,2015-07-03 18:07:00,2015-07-03 18:16:00,158.0,,,,,,,2015-07-03 19:09:00,,158.0,,,,,,,,,,2015-07-03 19:23:00,2015-07-03 19:45:00,158.0,2015-07-03 19:43:00,2015-07-03 20:06:00,158.0,2015-07-03 20:00:00,2015-07-03 20:23:00,158.0,2015-07-03 20:21:00,2015-07-03 20:44:00,158.0
201507000000000.0,2015-07-03,VT,2015-07-03 18:33:00,2015-07-03 18:33:00,,,,,,,,2015-07-03 19:23:00,2015-07-03 19:24:00,,,,,,,,,,,2015-07-03 19:57:00,2015-07-03 20:01:00,,2015-07-03 20:17:00,2015-07-03 20:20:00,,2015-07-03 20:34:00,2015-07-03 20:36:00,,2015-07-03 20:53:00,2015-07-03 20:56:00,
201507000000000.0,2015-07-03,VT,2015-07-03 19:07:00,2015-07-03 19:20:00,,,,,,,,,,,2015-07-03 20:03:00,2015-07-03 20:23:00,,,,,,,,2015-07-03 20:27:00,2015-07-03 20:48:00,,,,,2015-07-03 21:00:00,2015-07-03 21:20:00,,2015-07-03 21:21:00,2015-07-03 21:38:00,
201507000000000.0,2015-07-03,VT,2015-07-03 20:07:00,2015-07-03 20:07:00,,,,,,,,,,,2015-07-03 21:03:00,2015-07-03 21:03:00,,,,,,,,2015-07-03 21:27:00,2015-07-03 21:27:00,,2015-07-03 21:48:00,2015-07-03 21:48:00,,2015-07-03 22:05:00,2015-07-03 22:04:00,,2015-07-03 22:25:00,2015-07-03 22:23:00,
201507000000000.0,2015-07-03,VT,2015-07-03 21:07:00,2015-07-03 21:06:00,,,,,2015-07-03 21:39:00,2015-07-03 21:45:00,,,,,2015-07-03 22:08:00,2015-07-03 22:13:00,,,,,,,,,,,2015-07-03 22:57:00,2015-07-03 22:57:00,,2015-07-03 23:15:00,2015-07-03 23:14:00,,2015-07-03 23:39:00,2015-07-03 23:39:00,
201507000000000.0,2015-07-04,VT,2015-07-04 07:07:00,2015-07-04 07:07:00,,,,,,,,,,,,,,,,,,,,2015-07-04 08:23:00,2015-07-04 08:22:00,,2015-07-04 08:43:00,2015-07-04 08:43:00,,2015-07-04 09:00:00,2015-07-04 09:00:00,,2015-07-04 09:21:00,2015-07-04 09:16:00,
201507000000000.0,2015-07-04,VT,2015-07-04 08:07:00,2015-07-04 08:06:00,,,,,,,,,,,,,,,,,,,,2015-07-04 09:23:00,2015-07-04 09:26:00,,2015-07-04 09:43:00,2015-07-04 09:45:00,,2015-07-04 10:00:00,2015-07-04 10:02:00,,2015-07-04 10:21:00,2015-07-04 10:21:00,
201507000000000.0,2015-07-04,VT,2015-07-04 09:07:00,2015-07-04 09:08:00,,,,,,,,,,,,,,,,,,,,2015-07-04 10:23:00,2015-07-04 10:25:00,,2015-07-04 10:43:00,2015-07-04 10:44:00,,2015-07-04 11:00:00,2015-07-04 11:04:00,,2015-07-04 11:21:00,2015-07-04 11:24:00,
201507000000000.0,2015-07-04,VT,2015-07-04 10:07:00,2015-07-04 10:08:00,,,,,,,,,,,,,,,,,,,,2015-07-04 11:23:00,2015-07-04 11:24:00,,2015-07-04 11:43:00,2015-07-04 11:45:00,,2015-07-04 12:00:00,2015-07-04 12:02:00,,2015-07-04 12:21:00,2015-07-04 12:22:00,
201507000000000.0,2015-07-04,VT,2015-07-04 11:07:00,2015-07-04 11:09:00,,,,,,,,,,,,,,,,,,,,2015-07-04 12:23:00,2015-07-04 12:25:00,,2015-07-04 12:43:00,2015-07-04 12:44:00,,2015-07-04 13:00:00,2015-07-04 13:01:00,,2015-07-04 13:21:00,2015-07-04 13:18:00,
201507000000000.0,2015-07-04,VT,2015-07-04 12:07:00,2015-07-04 12:06:00,,,,,,,,,,,,,,,,,,,,2015-07-04 13:23:00,2015-07-04 13:24:00,,2015-07-04 13:43:00,2015-07-04 13:43:00,,2015-07-04 14:00:00,2015-07-04 14:00:00,,2015-07-04 14:21:00,2015-07-04 14:19:00,
201507000000000.0,2015-07-04,VT,2015-07-04 13:07:00,2015-07-04 13:06:00,,,,,,,,,,,,,,,,,,,,2015-07-04 14:23:00,2015-07-04 14:26:00,,2015-07-04 14:43:00,2015-07-04 14:45:00,,2015-07-04 15:01:00,2015-07-04 15:01:00,,2015-07-04 15:21:00,2015-07-04 15:20:00,
201507000000000.0,2015-07-04,VT,2015-07-04 14:07:00,2015-07-04 14:09:00,,,,,,,,,,,,,,,,,,,,2015-07-04 15:23:00,2015-07-04 15:26:00,,2015-07-04 15:43:00,2015-07-04 15:45:00,,2015-07-04 16:00:00,2015-07-04 16:06:00,,2015-07-04 16:21:00,2015-07-04 16:24:00,
201507000000000.0,2015-07-04,VT,2015-07-04 15:07:00,2015-07-04 15:07:00,,,,,,,,,,,,,,,,,,,,2015-07-04 16:23:00,2015-07-04 16:33:00,,2015-07-04 16:43:00,2015-07-04 16:54:00,,2015-07-04 17:00:00,2015-07-04 17:11:00,,2015-07-04 17:21:00,2015-07-04 17:27:00,
201507000000000.0,2015-07-04,VT,2015-07-04 16:07:00,2015-07-04 16:07:00,,,,,,,,,,,,,,,,,,,,2015-07-04 17:23:00,2015-07-04 17:24:00,,2015-07-04 17:43:00,2015-07-04 17:44:00,,2015-07-04 18:00:00,2015-07-04 18:02:00,,2015-07-04 18:21:00,2015-07-04 18:19:00,
201507000000000.0,2015-07-04,VT,2015-07-04 16:33:00,2015-07-04 16:33:00,,,,,,,,,,,,,,2015-07-04 17:38:00,2015-07-04 17:37:00,,2015-07-04 17:45:00,2015-07-04 17:45:00,,2015-07-04 17:59:00,2015-07-04 18:02:00,,,,,2015-07-04 18:31:00,2015-07-04 18:36:00,,2015-07-04 18:52:00,2015-07-04 18:57:00,
201507000000000.0,2015-07-04,VT,2015-07-04 17:07:00,2015-07-04 17:07:00,,,,,,,,,,,2015-07-04 18:03:00,2015-07-04 18:03:00,,,,,,,,2015-07-04 18:27:00,2015-07-04 18:27:00,,2015-07-04 18:47:00,2015-07-04 18:47:00,,2015-07-04 19:04:00,2015-07-04 19:09:00,,2015-07-04 19:24:00,2015-07-04 19:28:00,
201507000000000.0,2015-07-04,VT,2015-07-04 18:07:00,2015-07-04 18:07:00,,,,,,,,,,,,,,,,,,,,2015-07-04 19:23:00,2015-07-04 19:23:00,,2015-07-04 19:43:00,2015-07-04 19:43:00,,2015-07-04 20:00:00,2015-07-04 20:01:00,,2015-07-04 20:21:00,2015-07-04 20:17:00,
201507000000000.0,2015-07-04,VT,2015-07-04 18:33:00,2015-07-04 18:37:00,,,,,,,,,,,,,,2015-07-04 19:38:00,2015-07-04 19:39:00,,2015-07-04 19:45:00,2015-07-04 19:47:00,,2015-07-04 19:59:00,2015-07-04 20:06:00,,,,,2015-07-04 20:32:00,2015-07-04 20:40:00,,2015-07-04 20:53:00,2015-07-04 21:01:00,
201507000000000.0,2015-07-04,VT,2015-07-04 19:07:00,2015-07-04 19:15:00,,,,,,,,,,,2015-07-04 20:03:00,2015-07-04 20:15:00,,,,,,,,2015-07-04 20:27:00,2015-07-04 20:38:00,,2015-07-04 20:47:00,2015-07-04 20:58:00,,2015-07-04 21:05:00,2015-07-04 21:15:00,,2015-07-04 21:25:00,2015-07-04 21:31:00,
201507000000000.0,2015-07-04,VT,2015-07-04 20:11:00,2015-07-04 20:12:00,,,,,,,,2015-07-04 21:15:00,2015-07-04 21:25:00,,,,,,,,,,,2015-07-04 21:46:00,2015-07-04 21:56:00,,2015-07-04 22:06:00,2015-07-04 22:15:00,,2015-07-04 22:24:00,2015-07-04 22:34:00,,2015-07-04 22:46:00,2015-07-04 22:49:00,
201507000000000.0,2015-07-05,VT,2015-07-05 08:15:00,2015-07-05 08:16:00,,,,,,,,,,,2015-07-05 09:34:00,2015-07-05 09:34:00,,,,,,,,2015-07-05 10:06:00,2015-07-05 10:06:00,,2015-07-05 10:30:00,2015-07-05 10:30:00,,2015-07-05 10:47:00,2015-07-05 10:46:00,,2015-07-05 11:09:00,2015-07-05 11:02:00,
201507000000000.0,2015-07-05,VT,2015-07-05 09:15:00,2015-07-05 09:15:00,,,,,,,,,,,2015-07-05 10:45:00,2015-07-05 10:45:00,,,,,,,,2015-07-05 11:09:00,2015-07-05 11:10:00,,2015-07-05 11:32:00,2015-07-05 11:32:00,,2015-07-05 11:49:00,2015-07-05 11:51:00,,2015-07-05 12:10:00,2015-07-05 12:08:00,
201507000000000.0,2015-07-05,VT,2015-07-05 10:15:00,2015-07-05 10:14:00,,,,,,,,,,,2015-07-05 11:47:00,2015-07-05 11:47:00,,,,,,,,2015-07-05 12:14:00,2015-07-05 12:13:00,,2015-07-05 12:34:00,2015-07-05 12:35:00,,2015-07-05 12:51:00,2015-07-05 12:51:00,,2015-07-05 13:12:00,2015-07-05 13:07:00,
201507000000000.0,2015-07-05,VT,2015-07-05 11:15:00,2015-07-05 11:16:00,177.0,,,,2015-07-05 12:04:00,2015-07-05 12:10:00,177.0,,,,,,,,,,,,,2015-07-05 12:53:00,2015-07-05 13:16:00,177.0,2015-07-05 13:15:00,2015-07-05 13:38:00,177.0,2015-07-05 13:32:00,2015-07-05 13:55:00,177.0,2015-07-05 13:54:00,2015-07-05 14:11:00,177.0
201507000000000.0,2015-07-05,VT,2015-07-05 12:05:00,2015-07-05 12:05:00,170.0,,,,,,,,,,,,,,,,,,,2015-07-05 13:25:00,2015-07-05 13:46:00,170.0,2015-07-05 13:45:00,2015-07-05 14:05:00,170.0,2015-07-05 14:02:00,2015-07-05 14:21:00,170.0,2015-07-05 14:22:00,2015-07-05 14:38:00,170.0
201507000000000.0,2015-07-05,VT,2015-07-05 13:05:00,2015-07-05 13:06:00,170.0,,,,,,,,,,,,,,,,,,,2015-07-05 14:25:00,2015-07-05 14:41:00,170.0,2015-07-05 14:45:00,2015-07-05 15:03:00,170.0,2015-07-05 15:02:00,2015-07-05 15:22:00,170.0,2015-07-05 15:22:00,2015-07-05 15:40:00,170.0
201507000000000.0,2015-07-05,VT,2015-07-05 14:05:00,2015-07-05 14:05:00,,,,,,,,,,,,,,,,,,,,2015-07-05 15:25:00,2015-07-05 16:15:00,,2015-07-05 15:45:00,2015-07-05 16:35:00,,2015-07-05 16:02:00,2015-07-05 16:53:00,,2015-07-05 16:22:00,2015-07-05 17:09:00,
201507000000000.0,2015-07-05,VT,2015-07-05 15:05:00,2015-07-05 15:08:00,,,,,,,,,,,,,,,,,,,,2015-07-05 16:25:00,2015-07-05 16:32:00,,2015-07-05 16:45:00,2015-07-05 16:54:00,,2015-07-05 17:02:00,2015-07-05 17:17:00,,2015-07-05 17:22:00,2015-07-05 17:33:00,
201507000000000.0,2015-07-05,VT,2015-07-05 16:05:00,2015-07-05 16:04:00,,,,,,,,,,,,,,,,,,,,2015-07-05 17:25:00,2015-07-05 17:25:00,,2015-07-05 17:45:00,2015-07-05 17:45:00,,2015-07-05 18:02:00,2015-07-05 18:03:00,,2015-07-05 18:22:00,2015-07-05 18:21:00,
